text,label,uncertain_fact_feeling,ff-label
"By multi-formation you mean spontaneous, simultaneous mutations in all the related genomes?",2.8,0.4,1
"Well, I guess you're entitled to your opinions. On the gun-control board, I imagine you might encounter a lot of rednecks- not the best specimen of our poplulation.",-2.0,0.0,0
So what generates morphology?,0.2,0.4,1
Did you get another cracker polly?,-1.0,0.3333333333329999,0
"Actually the majority of homosexuals will tell you it's not a choice. And I, being the wacky gal I am, have a tendency to believe the word of homosexuals on that particular subject over the word of straight neonazicons.",-0.3333333333329999,0.166666666667,0
"Thats a rather shaky argument. In some place felons do vote. Our own fast eddie has them getting signed up while in prison. If you take a right and question it, then it is no longer a right. It has become a defacto privilige. If it was up to me, criminals would have their own sanctuary away from the law abiding after they serve their time.",-1.16666666667,0.166666666667,0
"How is it you know this to be true? Please answer this. I think this is the lie that religious people tell each other to help them justify their belief. Here in the US, the most religious area of the country, the so-called bible belt, has the highest rates of unwanted pregnancy.",0.2,0.0,1
"Not all that much, kicked it around in my mind while doing some mindless work this afternoon. A couple of hours to write it - it was fun.",-0.166666666667,0.3333333333329999,0
"If Obama and his admin.really believes it,or as you say use it for their own agenda(not quote unquote).then maybe we are lost in a swamp.A swamp on the eve of 1861.Oh by the way did anyone mention which corner gun store or gun show(can't forget the gun show now) where all those hand grenades were bought?",0.0,0.0,1
"so you finding it difficult to accept ""harsh reality"", you make it ""look like"" ... because you like that better. Sorry, it doesn't work that way.",-1.6,0.0,0
"Well, I can't prove that you have an interest to be alive right now. But I would probably ask before I killed you (not that I am or would). So since you don't believe pro-lifers should be the voice maybe we should ask the fetus, we first have to let it learn how to speak first..so by the point it is born and we can't kill it anyway. Not only that, who are you to say they DON'T have an interest in living??? I guess you are its appointed speaker now.",0.4,0.0,1
"Well, PR on both sides will probably be gearing up on this, so which ever side does have the correct legal interpretation will probably be broadcasting it pretty soon now. It'll just be a matter of seperating the real answers from the bogus ones. Given how politcal the issue is I'm not going to accept any claims for correctness that don't cite actual specific law. As opposed, for example, to Romney simply saying ""the constitution says they gotta"".",1.4,0.2,1
Really? The transcript shows that he did not ask her anything in the Gay marriage section of the discussion. Transcript can be found here: -presidential-debate.html and here: (click on the same-sex benefits section and the transcript shows up right next to the video),3.83333333333,0.0,1
"Actually, none of those are predictions that creationism makes, and what's more, they're all disprovable. Biochemists estimate we're within ten years of creating life from non life. Prepared to chew on that foot? The logical leap you're making here is that if we assume creationism is true, evolution and abiogenesis must be false, and that's silly. It's actually possible for all three to be true. God could have the ability to create life, but perhaps God never did so and allowed life to arise through natural processes. Moreover, suppose God created the first life and allowed it to evolve from that. None of these possibilities are inherently contradictory to anything but a specific reading of a specific holy book.",1.5,0.166666666667,1
"Since we see birds today with feathers on them, I don't see how you can claim that feathers are a impediment to a species survival and would devolve.",1.2,0.0,1
Just have to say something on this. If the boy scouts didnt receive federal support and get special deals from the government then they would be able to exclude whoever they want. However since they often hold their meetings in public schools for free and rent public lands for discounted price or even sometimes for free they cannot discriminate against gays and atheists. So they have to make a choice.,2.66666666667,0.0,1
"That's actually slightly unfair. There are many XXXXXX that freely admit they see their personal choice of god as the obvious candidate for that ""Someone"". It's only when they come to tackle the ""separation of church and state"" issue of the US constitution that they seem to develop amnesia over just who they think this someone is...",0.833333333333,0.166666666667,1
The right to have a choice IS a legal issue. We don't live in russia emoticon_rolleyes Women in this country have the same rights as men.,-2.14285714286,0.0,0
So???? Are we supposed to be surprised? Hardly emoticon_rolleyes State constitutions and / or their amendments don't mean diddly squat if they are not in agreement with the US cconstitution.,-1.33333333333,0.166666666667,0
"How would you like to have a parasite in your body and not be given treatment to remove it based solely on the fact that even parasitic organisms are living things and deserve life? Not pretty is it? Imagine being one of those guys in the Alien movies and you've got a chestburster in you that's gonna kill you once its fully gestated, but you're not allowed to have an operation to have it removed from your body because of an intergalatic treaty declaring that all life is precious and must be observed.",-0.714285714286,0.142857142857,0
"But if the state refuses to recognise their right to commit to each other in a legal union, then they are being denied at least one right which is available to everyone else. This can also affect legal entitlements. Leo",1.8,0.0,1
"That happens, too. For example, our gene for vitamin C is broken and no longer works.",2.33333333333,0.0,1
"Firearms aren't comparable to cigars and cigarettes. We've explained that before, but you just continue to ignore the facts. Guns and drugs aren't the same, they can't be compared. Shooting NEVER causes cancer, however the carcinogens in cigarettes DO cause cancer.",0.5,0.0,1
"Good shooting! Got two illegal alien perps that had been deported for previous felonies and just committed another after illegally entering the country again. WE NEED MORE JOE HORNS and a heck of a lot less bradies! Is this the only case you could find of a CCW exercising his rights (you know the law applies to any citizen of Texas don't you and they need not be licensed?) completely justified in the Penal Code of Texas. Self-defense and defense of a third person or property is justified and required by law...IT IS YOUR PUBLIC DUTY. Job well done Mr. Horn!! How come you don't post links (deleted by poster)? This is old news, almost 3 years ago to be exact. Did you think it was sensational? LOL",2.0,0.0,1
"And better yet, ask Sinjin what he and his cohorts are doing to teach gun safety? How much did he and or the Anti-gun orgs spend? The NRA spent more then 20 MILLION Dollars to teach children to STOP! DON'T TOUCH, LEAVE THE AREA, TELL AN ADULT! The NRA probably could and would do more however, EVEN JUST THAT, is called indoctrination by the Anti-gun crowed, and apparently even Sinjin! So is the criticism fair? Is the comparison he made fair?",2.4,0.2,1
And what is the point of this?,-0.142857142857,0.285714285714,0
"Ralph Waldo Emerson, who may or may not have been an evolutionist, writes: ""I hate quotations. Tell me what you know.""",0.0,0.0,1
"Well, first of all, the 2nd Amendment is quite regulated, so don't think regulations are an answer. The ""Unregulated"" Gun",0.4,0.0,1
"Oh yeah,... and that lady ""Michael Jackson!""",-1.4,0.4,0
"Actually, the more educated a person is, the less likely he is to be a creationist. Creationists tend to be semi-literate (poorly educated), rural, poor, and female.",-1.0,0.0,0
"Oh? Seeing as my information comes from active Canadian Forces members, both gay and straight, I'd say that I'd know about it. Anecdotal evidence, to be sure, but it seems to be supported by the official channels.",0.6,0.2,1
"You know that what you call ""immoralism"" is my life. Why do you hate me so much that you would be willing to deny my the happiness that you take forgranted and as your due? You don't even know me yet you are willing to defame me just because I am different from you. I don't understand how I am running over you by living my life openly and wanting the same thing as you the right to consider whom I choose to be my family. If you have an opinion about gay rights thats fine. If you want to deny me the same rights, as you take for granted, because of your opinion and beliefs though laws then that is bigotry.",-0.166666666667,0.166666666667,0
"I see no reason for you to take this tone with me. And you wonder why we would be uncomfortable with folks like you having the ability to blast anyone who might annoy you. Learn some manners, will you?",-0.666666666667,0.166666666667,0
"Because of the history of it. Well, ID is actually identical to 'scientific creationism', but spruced up with more scientific terminology to attempt to pass 'seperation of church and state'. Let's just say that I.D. is an attempt to teach Creationism in school.",1.42857142857,0.0,1
"Everyone expects that. What they don't and shouldn't have to expect is that they will be specifically targeted and have to pay more, be penalised more, etc. than hetero couples such as yourself or me and my husband.",-1.2,0.0,0
"Or, given that this is about feasts, a waist is a terrible thing to mind.",-0.4,0.6,0
Over the Internet that can be a particularly difficult call...,-0.833333333333,0.166666666667,0
As is yours. I'm ready willing and able to defend mine. Are you?,-2.16666666667,0.166666666667,0
"""Ready to go"", in the sense that living things are equipped with a means of making small errors which are used by natural selection to make new structures. Barbarian, regarding mutations: There is a lot of that. Many mutations are recessive and a population over time accumulates a lot of genetic variation that can become useful if the environment changes. The founder population of lizards, for example, could have had at most, 20 alleles for any gene locus, since each lizard can only have 2. The new ones evolved by mutation. Sometimes, we can even observe that happening, or trace the mutation back to a known ancestor. Would you like to learn about it? .",2.66666666667,0.0,1
"And justifiably. If you don't see the problem, then you are the problem. The proposed revisions is typical YEC banter about ""evolution is a theory"" - without making it clear what a theory is. ""Teach all sides of the question."" That's code for teaching ""creation theory"" or ID. Does that mean that in geography class the teachers should present a flat earth as a reasonable alternative? How about the earth as the center of the universe? No? I am all for teaching well supported theories that are not in agreement with the mainstream, but ID or creationism aren't them.",0.8,0.2,1
Murder is ALWAYS illegal.,-1.4,0.2,0
I don't find it surprising. It's probably a strategic sacrifice on their part rather than a change in their personal views . They don't want to lose votes and possible support from gun owners for their priorities like health care reform because of a difference of opinion on gun control policy. They know that the Republicans are going to hit them with everything they've got during election time and exaggerated accusations about the Democrats wanting to take away people's guns would hurt them. The Republicans learned during the Clinton years that creating as much as paranoia as possible about the Democrats supporting big government is the way to regain a majority in Congress. It's all politics.,0.2,0.0,1
"And for years they did. They still can. Again, there is not a real problem with pirates.",1.6,0.0,1
"So, then you DO feel that what you did was a sin. Otherwise you wouldn't have asked forgiveness for it. I have one question. What was your motivation for starting this thread? Was it to try and somehow prove that a person can be a Christian and have an abortion? Just curious. IMO, you are right that you are forgiven for it, as God is a forgiving and loving God. But I hope you don't do it again.",-1.4,0.0,0
If you paid attention the BATFE said so. Yes but some people don't want to close the borders. They prefer no border controls.,0.666666666667,0.166666666667,1
"I think we should argue that it's time to stop making people easy targets. The reason so many people are getting killed and victimized is because there are too many laws against self-defense, giving too much power to those that are fully intent on doing harm in an illegal manner.",1.2,0.2,1
"You can try, but it won't be legal.",-0.2,0.0,0
"No, you are mistaken. Evolution is concerned with the change in allele frequency over time.",2.4,0.0,1
"Yes, but by that logic (mine), that is true. Don't attempt to accept my first statement without accepting my second. They use the same logic.",-0.833333333333,0.0,0
I see. Then you are attempting to define evolution out of existance. By your definition (not that of evolutionary biologists) evolution requires an increase in information. An unsupported creationist argument. Define information in a meaningful way. Please apply your definition to genetics and show why all genetic changes are a decrease in information.,1.25,0.0,1
"So you made the point on the interpretation of a legal document. The point is it is okay to illegalise abortion regardless of the reasons for doing so. Thinking outside of our current example can you not see the glaring problem with such an approach? I hope you can because the consequences of accepting such a philosophy are dire indeed. However, returning to our original point, that being the former part of the proposed Bill's title I'd like some supporting evidence. I have pointed out the issue's with Steeeeve's citation, so hope you have something else to offer.",2.66666666667,0.166666666667,1
"Hey now! ;) Yes, yes, I know it is, but take it easy, I live here ya know. emoticon_xangel",-1.6,0.0,0
"Huh? With a 26"" barrel the .50 is good out to 2100 yards. With the 29 or 36 that increases to 2500, but the world record sniper shot was made with a .50 BMG and it was 2657 (1.51 miles).",2.83333333333,0.0,1
It's one thing that stands between us and a mindless theocracy. It protects the freedom of women from would-be ayatollahs who would make them sexual slaves.,-2.5714285714300003,0.0,0
So can women can cure themselves? Is that what you mean? emoticon_confused Or do you mean that once they forgive themselves they can move on to help other women do the same? thanks in advance...,-2.2,0.0,0
"As of this post, Project Steve stands at 703 Steves. The Steve-o-Meter's visual representation is a little misleading.",1.71428571429,0.0,1
"Really? Let me see. Two creation myths and a global flood myth where 5 million ""kinds"" of animal were crammed into a big box that magically floats for a year - yeah, that's secular history.",-0.666666666667,0.166666666667,0
"My point here is that it could be argued very reasonably as to whether or not a fertilized egg, a zygote, an embryo, fetus, etc., is a Someone.",0.6,0.2,1
"Oh, then you plan on linking to a source?",0.5714285714289999,0.142857142857,1
"Actually, we have a pretty good idea of how life populates islands. And yes, it is pretty much by chance that things get carried to islands by any of several means. Your question/statement about two things happening exactly the same way doesn't seem to make sense.",1.66666666667,0.166666666667,1
well that won't help you when you go to hell...Woo hoo,-3.4,0.0,0
"Do you want to explain what you think the problem is? You're going to see a much larger change if you start fiddling with the controls than if you were replacing bases within the protein coding sequence - a lot of those wouldn't change anything in the protein, and a lot of the changes to the protein wouldn't have a significant effect either.",1.2,0.0,1
Register for a license????What do you meen? I have quite a few firearms and have never registered for a license for any of them.,0.0,0.0,1
"If someone gets busted for providing a firearm to a criminal there is already Serious jail time, regardless of what you say you want. If your law were to get enacted, what you say you wanted becomes totally irrelevant! Totally Irrelevant.",0.5,0.166666666667,1
So geology is a religion because we weren't here to see rock X formed?,0.6,0.2,1
"I don't know what point he was trying to make, but if the best you can do in liberal NYC is squeak out 51% support, then gay marriage doesn't have a chance nationally.",0.6,0.4,1
Nope mutations happen to individual cells. And hypermutation takes place and appears to be controlled at the level of individual cells also. You need to stick to the facts here.,2.4,0.2,1
"Well, gee, there've been so many posts on this thread already... My first post genius.",-1.0,0.0,0
But didn't understand them.,-0.8,0.6,0
Thats an odd analogy. Can a child survive without its mother? I'd say a baby is no less dependent on its mother the first few years than it is when in it grew in the womb. Is the child still a parasite then?,0.4,0.0,1
Well that's a stupid statement. Stupid enough that I can't even wrap my head around it and make a proper comparison.,-3.6,0.0,0
And the man who impregnated the woman should walk away totally free of all responsibility! Spoken just like an total misogynist!,-1.6,0.0,0
Just as you are uninformed on the other subject? I honestly believe that is the only reason you don't at least partially accept evolution.,0.6,0.0,1
"This is an answer based on either BS or ignorance. Those without money can use Medicare or Medicaid to virtually pay for the entire pregnancy. WIC also supplements your own feeding IIRC with proteins and calcium products. I've known several people (including hard core conservatives) who've had to go this route 'because they couldn't afford a pregnancy'. And if your morality/ ethics prevents you from taking gov't funding, think of it as stuff you already paid for with taxes (now and later), you're just getting some of what you put in back. Furthermore, there are several agencies that would easily pay for all your needs provided you put the child up for adoption.",1.16666666667,0.0,1
"Oh but I wish the -5.3 won world series games for the Yankees was the truest information you could get in baseball. That would make me so happy. So would the Red Sox winning the 1000000, and the Kansas City Royals winning 2.",0.0,0.166666666667,1
"I think you mean ""equate.""",0.5,0.3333333333329999,1
I see you offer no links to posts or anything other than this baseless allegation. Do you think you could maybe provide a link to a post where I have engaged in a tactic that I have accused others of? Please? I don't think you can.,1.16666666667,0.166666666667,1
"Hey that would be great. The law would FORCE all anti-gunners of military service age and ability to own a fully automatic rifle. The law would FORCE all anti-gunners to train with the weapon. The law would FORCE VOR to keep his rifle clean. Hey VOR how about it? Keep your rifle clean or go to jail. I'm not talking about my rifle, I'll be glad to keep my free government rifle clean. How about you?",-0.4,0.0,0
"Can you tell us what you would accept as ""proof""? You can be shown any number of transitional sequences that demonstrate evidence, but the level of evidence needed for your own personal ""proof"" is up to you. Proof is for mathematics, science works by evaluating competing theories using evidence and eliminating those which do not predict observed results.",1.14285714286,0.0,1
You weren't referring to your home in your little story of helplessness.,-2.0,0.0,0
"So, how many times have you said this? Also, does it appear to be working?",-2.8,0.2,0
"I'm glad that you qualified your answer with ""fairly"". It certainly isn't normal to consider an infant NOT a person. emoticon_wow",-0.5714285714289999,0.142857142857,0
"I think what he meant to say was, ""I can see Finland from my basement."" emoticon_smile emoticon_xgood",-0.833333333333,0.166666666667,0
What you quoted is what Answers in Genesis said. Please do not be dishonest and tell others that I said this as I did not.,0.666666666667,0.0,1
"Try a new experience. Check these names from that list; David Catchpoole, Emil Silvestru, Gary Parker, and Carl Wieland. I found them quickly - there are probably others like them who were once atheists, who became scientists, and subsequently creationists.",1.2,0.2,1
"Bless your heart, Lurch. heidi",-1.8,0.4,0
The following seems to be a passage that bert and WW/SS will be ignoring in the article. This explains why WW/SS have this thing about vitality and EAM,1.2,0.2,1
"Fair enough. Guns stolen aren't the majority, opposed to say, strawbuys or illegal sales. That said, this is still scary: USATODAY.com - States with high crime see more guns stolen",0.666666666667,0.3333333333329999,1
That's simply not true;,-3.33333333333,0.3333333333329999,0
Not to be totally dependant and the systems of another body to keep it alive. Take a fetus out of the womb (That is during the period which most abortions are carried out) and it will die. Plus if the mother dies the fetus will as well. A baby doesn't depend on its mother's body to function. It can do that itself.,1.33333333333,0.0,1
You mean like they are happy wile having sex?,-1.0,0.666666666667,0
"Certainly, because with calm empathy you can casually address such a matter simply because the struggle does not pertain to you personally. To be able to put into question the love of another human being is simply not only alarming in nature, but damning to the very definition of love, equality, and freedom in creation of man.... And to trump this as a question of morality only serves as a mask to curtail the prejudice objections one personally has to a ceremony, right, and relationship that person will not even be personally affected by....",-0.4,0.2,0
And an even funnier thing is it won't affect his wallet at all.,0.4,0.4,1
And I wasn't asked if I wanted my federal tax dollars to go towards hetero benefits and to support their walking sperm.:xcensored,-1.0,0.166666666667,0
"Whether or not there are innaccuracies in the Bible is hottly debated, but it is not really the point I was trying to make. I was simply attempting to point out the different viewpoints, not debate on the validity of the Bible. Please read, take a deep breath, and think before you reply from simple emotion.",-0.2,0.0,0
"Your mama, your wife, your sista, mista.",-1.6,0.2,0
"Misunderstanding or misrepresentation? Biologists and geneticists do not claim that DNA is isolated from the environment. We are well aware that the environment can cause mutations under many conditions (cosmic radiation, x-ray, etc.). What is denied is that mutations are environmentally directed - in other words, exposure to cosmic radiation will not cause a mutation that will make the organism resistant to cosmic radiation. The mutations will be random. On the other hand, natural selection IS, by definition, the response of populations to their environment. The environment has been shown to have effects on DNA, i.e., the genome of the population.",2.6,0.0,1
"My weapon of choice is a portable nuclear bomb, because with one of them nobody will ever mess with you. Automatic shotgun is good, just in case somebody trys to steal my portable nuke. But i would love one of those lazer guns, i would also like next weeks lottery numbers. On a serious note, what you think of lazer guns?",1.16666666667,0.3333333333329999,1
Another unfounded assertion.,1.4,0.2,1
"They should be discredited, and their hypocrisy should be exposed. Here we have people trying to deny other people the right to marry, supposedly in ""defense"" of ""traditional marriage,"" when some of them are out sneaking around, cheating on their wives, and lying about it when confronted. The only reason this guy admitted the truth is because evidence surfaced about his visits to prostitutes. Meanwhile, has has tried to advance his political career at the expense of gay people. Some defender of marriage! This is a classic example of someone needing to get the log out of his own eye.",-1.0,0.0,0
"Good points IMHO. I think you are holding your own here. But I want to read your views on how your detailed analyses can make a real difference. There are many with pre-conceived notions about evolution they learned in high-school, so changing opinions is not easy. Your ideas would really be a help here. Thanks",0.4,0.2,1
"A woman's right to choose to keep her legs together is not in any way abridged by this bill. Ho, ho,f***ing ho.",-2.0,0.0,0
"Well since we seem to be having a problem with obesity, maybe this supports the theory.",-0.6,0.0,0
"Thanks, Clive, you're a good sport. Of course I can't agree with the idiot part. Rash, unwise, unknowledgeable, maybe, but not fools.",-1.0,0.0,0
"But, but, but, how would you ever be able to prove your point that armed citizenry cannot protect themselves? Even absent the myriad court cases that prove police have no duty to protect anyone? Allowing citizens to be armed sans bullets is the only way to help make the criminals more safe and the armed citizen at risk. Their motto must surely be, ""never give a sucker an even break""? Instructors teach ""if you have a fair fight with a perp, your tactics suck! emoticon_xgood",-0.5,0.166666666667,0
"I fail to see where I broke any of those rules, no names were called, there was no labeling, there was no none of it. And even if there was, you do it all the time, so what makes you any different. Practice what you preach Penfold.",-0.8,0.0,0
"NOt true, California's ammendments are not doing as well as other states did. You are talking about a very liberal state. If it is decided that marriage is allowed by the courts, then you are talking about taking away rights people have been granted by the courts. I just don't think that will happen in Calf. much too liberal.",1.33333333333,0.0,1
"Actually, as long as any group is not breaking laws, their ownership of guns is legal. The KKK can even own guns as long as the KKK is abiding by the law. I noticed Brady refered to the KKK as a mob, I get the picture Brady thinks that if gun owners gather for whatever the reason, that we are mobs as well, but when his side gathers they are an organization. And no Brady, I dont belong to or associate with hate groups.",1.4,0.0,1
Whether the steps of evolution have been observed is unrelated to whether evolution complies with the Scientific Method. The scientific method is used to provide evidence for a hypothesis by perform a study that could disprove that hypothesis. Evolution has passed every scientific test that could disprove it to date.,1.0,0.0,1
"One point I would like to make is that rockets are not legal to own, unless they are demil-ed, and the same goes for tanks and aircraft. They are called Destructive Devices under the NFA, and are regulated heavily.",3.8,0.0,1
See Begging the Question,1.0,0.4,1
"Yes, the article said it succinctly and I felt no real need to expand on it. Also, one extra point had to do with the second article on how he has been inflicted on the citizens of Johnson County despite their vote against him, which shows the pettiness of him and the Republican party.",1.2,0.0,1
But we have an enumerated Constitutional RKBA. Apples to oranges.,1.2,0.2,1
You're not one of those people who doesn't consider Catholics christians are you?,-2.5,0.166666666667,0
"Hey - there's plenty of disordered liberal Democrat women badgering conservative men and women tea party participants. Including the head mistress, Nancy Pelosi and all her sychophants. At least we're on the right side of the issues, trying to shoot down another big-government, bureaucratic, wallet-busting, job-killing, liberty-gutting abortion. What all pro-abortion pundits have in common: THEIR MOTHERS ALL CHOSE LIFE!",-1.25,0.0,0
you mistake one hominid for another and cite the words of a known fraud on the piltdown man instead of the other hominid. What is amusing is that you can't post on another thread. No creationists has yet argued for the flood mind you.,-1.2,0.2,0
"Yet to the woman the fetus is nothing more then cancer. The fetus is in her body and still should remain HER choice. Until someone comes up with a way for a fetus to live outside the body, without help, then it is nothing more then cancer and a parasite on the womans body. How about a compromise on this issue MEN should not have a say or decision about abortion and we all leave any legal desions to women. Since this is a womans issue let them decide and males but out.",0.666666666667,0.0,1
"Of course it is based on the evidence, as is creation. They are both different interpretations about the same evidence that are ultimately determined by a person's underlying assumptions or belief systems. But we can reason that there must be God by way of observing the beauty and design all around us, the truth of the Bible, etc. All of these things only imply that a creator exists. We see a computer program, we know it needs a programmer. In a similar way, we see the highly complex DNA system, we must reason, coming to a similar conclusion that it needs a Designer.",2.2,0.0,1
"In case you were wondering, no one here has missed the fact that you're trying to divert attention from the real issues by beating one minor issue into the ground.",2.0,0.0,1
Atheism does not show 'faithful devotion' in any ultimate reality or deity. It is the LACK of a belief (the belief in gods). Your definition of religion is thin.,0.8,0.0,1
No baby is more precious than another as far as my personal beliefs go it is no more alright to terminate a baby concieved through rape/incest than it is to terminate a baby classed as a mistake/inconvenience.,1.16666666667,0.166666666667,1
Well if you are Catholic you would should probably find him pretty credible.,-1.6,0.2,0
"I'm not claiming any omnipotent deciever. I'm not sure where you derive 'probability' from, or how you can have any degree of certainty over your past experiences or those of other consciousnesses. And in any case, saying 'it hasn't happened yet' is hardly logical proof.",0.25,0.0,1
And you have yet to provide stats that prove that gun shows are a threat.,1.2,0.0,1
"Yes it was. The Noachian flood did not occur. Ignoring the obvious impossibilities of the ship/animals/etc, we see that the results a global flood would have caused do not exist.",1.0,0.2,1
"What kind of patterns, please be specific. What would you expect to see if ID were real? If ToE were real we would (for example) expect to see nested hierarchies in taxa.",1.16666666667,0.166666666667,1
"Oh ohhh! Appeal to authority! Appeal to authority! There're no authorities in science. ONly logic and evidence. If he thinks omniscience and omnipotence are logically possible, he's most likely lying, misinformed, miseducated in metaphyscis, or loony. Omniscience and Omnipotence are logically impossible. His famous nature doesn't excuse him, just as much as it wouldn't if Einstein were to say the same thing. People are fallible. Note*: I am not saying his BIOLOGY is wrong. His understanding of logic as it applies to theology is. I am quite confident he knows a lot about evolution and biology. That's his job.",-0.4,0.2,0
they may respect life but what about respecting the quality of life? if they cared about their children's future they would not breed like rabbits. It is callous to use their children to win the 'numbers game' quality before quantity. I don't deny that abortion is murder in the womb though.,-1.0,0.2,0
Maybe He doesn't punish them.,-2.6,0.2,0
"You need to read what people say more thoroughly, and think about it before you respond. When he said ""can"" (and there are not many simpler words than that!) It didn't mean ""will"", ""must"", or ""shall"" be more aggressive. It has been shown that in some cases it ""CAN"" happen. It may not have happened with you. It still might, we don't know. We might even say that it is not likely to happen, but we can't say that it won't, because sometimes some people do behave more aggressively when they have a gun.",0.3333333333329999,0.0,1
"I know the Pygmies live in Rain Forests now but these evolutions took place, according to you more than a hundred thousand years ago at the very least when the Weather patterns were completely different in Africa and everywhere for that matter. In addition, the OP states 5 genetic clusters based on 5 geographical Continents, that allows one for Africa, yet from that single cluster we get the shortest people on Earth and some of the tallest. Doesn't that cause you to question the reasonableness of this so called theory at all ? Or do you just blindly accept it because it comes to you in the guise of science ? And if it's science then it must be right, right ? emoticon_rolleyes",0.0,0.0,1
"So, if a baby is having trouble breathing that's been born already, you don't consider it a 'person'? Methinks you've not thought through the implications of your argument here at all.",0.3333333333329999,0.0,1
I don't drink and I'm not overweight. But I bet you have a bad habit with junk food and FOX news/couch potatoism. With a sixpack by your side. emoticon_xangel,-2.5,0.0,0
"Thanks Duo. peddler, how about you actually address the points I put to you originally? ""Off course, you might be trying to infer that because there are differences of opinion in the field of evolution makes the whole notion irrelevant. I disagree, but if you insist we will examine differences in opinion between different groups within, lets see......... how about Christianity? Do they make the whole religion completely rejectable?"" Cheers :)",1.0,0.0,1
I was about to take a sip of coffee when I read that! Would have lost the keyboard and monitor!!!emoticon_xagree,-0.166666666667,0.3333333333329999,0
"Can you imagine two snipers, a mile apart taking shots at each other with these babies?",0.3333333333329999,0.166666666667,1
Yea just like the racist redneck with his rifle and pistol at the rally that NBC or MSNBC edited!,-0.8,0.2,0
