text,label
We should adopt a multi-party system. introducing a multi-party system would be detrimental to stability and consistency of our political system,0
We should fight for the abolition of nuclear weapons. Nuclear weapons should be abolished because they have to potential to cause so much destruction.,1
"We should legalize organ trade. people are more likely to share their organs if there is financial benefit to them, increasing supply.",1
We should abolish safe spaces. we should abolish safe spaces as policing these areas is costly and it is against human rights to stop freedom of movement into different areas.,1
We should adopt atheism. there are a lot of religions that take advantage of people. atheism eliminates that from happening.,1
We should end the use of economic sanctions. economic sanctions end up hurting ordinary people more than the targeted governments,1
We should ban private military companies. private military companies are made up of soldiers that are probably much better trained than the kids we currently send to military.,0
"We should abolish the three-strikes laws. three-strikes laws act as a very effective deterrent to crime, and this zero tolerance approach has been been responsible for making cities far safer.",0
We should end racial profiling. we should end racial profiling for fraternal union of people on the world,1
We should subsidize student loans. too many students have defaulted on loans or are paying them for many years. by subsidizing these students we can assist in stopping this.,1
Surrogacy should be banned. surrogacy is an artificial means of creating more children. if a person can not have children then they should adopt since there are many children that need parents.,1
"We should end mandatory retirement. just because someone has reached the age of retirement, they are still able to provide a vaulable service with expertise and a vast knowledge of experience.",1
We should ban cosmetic surgery. cosmetic surgery creates a great desire for physical improvement that leads to an endless loop of body adjustments which has a detrimental effect on the individual.,1
We should adopt a multi-party system. multi-party systems lead to more corruption and wasted campaign dollars.,0
"We should end the use of economic sanctions. if we end economic sanctions, then it would lead to a more fair trade market.",1
We should subsidize embryonic stem cell research. embryonic stem cell research will enable us to make major breakthroughs in regards to the prevention and treatment of diseases.,1
We should abandon the use of school uniform. school uniforms cost a lot and might not be affordable for everyone,1
"We should ban private military companies. the military should be wholly the domain of governments, because they provide for national defense. a private military company is 100-percent for profit, making them less favorable to true national defense.",1
We should ban human cloning. WE SHOuld ban human cloning because it causes huge issues in terms of rights and ownership,1
The vow of celibacy should be abandoned. we should abandon the vow of celibacy because if people dont have sex they can get frustrated and might take it out on other people,1
We should ban cosmetic surgery. we should not ban because it helps people feel good about themselves and improve their confidence.,0
We should subsidize space exploration. we need to subsidize space exploration in order to find an inhabitable planet we can live on when we finally destroy the one we live on now.,1
"We should ban factory farming. factory farming is a cruel, inhumane practice that is tainting our food sources.",1
We should end racial profiling. people should have the right to think of others in any method they like as prejudice is not always about race.,0
We should abolish intellectual property rights. intellectual property rights are expensive to maintain and hold back the spread of new ideas,1
We should legalize organ trade. people will sell their organs risking their lives,0
"We should adopt libertarianism. without any sense or order or control, criminals would run rife.",0
We should adopt a zero-tolerance policy in schools. we should adopt a zero tolerance because it will keep the children in check.,1
Blockade of the Gaza Strip should be ended. Israel's military and economic superiority makes the blockade an imperialistic action.,1
We should subsidize embryonic stem cell research. this research will lead to many developments in the treating and curing of a variety of diseases.,1
Homeopathy brings more harm than good. Homeopathic and naturalistic propaganda has spillover harms such as reducing vaccine usage.,1
We should close Guantanamo Bay detention camp. guatanamo bay is needed for the worst offenders.,0
We should oppose collectivism. collectivism takes care of an entire group's need vs just one persons.,0
We should oppose collectivism. collectivism prevents original thoughts and discourages people from looking for their own ideas,1
We should ban human cloning. human cloning can aid in research for medical issues as well as preserving the continuation of humankind.,0
"We should ban the use of child actors. child actors are for the most part thrown into a role they do not wish to be in, while their parents pocket the gains.",1
"We should abandon the use of school uniform. a school uniform levels the field for poor, rich, fashionable and not, so all students arrive to school as equals, able to fit in and better integrate",0
We should abolish intellectual property rights. people that come up with intellectual property should have the right to it and not have to share it with others if they don't want to,0
The vow of celibacy should be abandoned. the vow of celibacy is critical to keeping the priest focused on spiritual matters that are central to his responsibilities in the church and to his congregation.,0
We should abolish safe spaces. some people need a safe space to be safe from those out to hurt them and they should be available.,0
"Censorship of movies is an outdated concept. Through censorship, money power will rule society. It's a fact that rich people influence politics.",1
We should abandon television. television encourages people to be lazy and as a consequence they put on weight.,1
We should abandon the use of school uniform. School uniforms can prevent bullying due to economic background and appearance.,0
Assisted suicide should be a criminal offence. since suicide is illegal then anyone who assists it is also committing an illegal act,1
We should subsidize vocational education. subsidies for vocational education would help solve the problem of skills shortages in many trades,1
Holocaust denial should be a criminal offence. holocaust denial is a preposterous denial of documented fact and is the seed to more dangerous opinions and actions that allow anti-semitism to fester and spread.,1
We should abolish intellectual property rights. ip rights should be abolished as their original use has long since been abandoned in favour of large organisations abusing their legal powers with them.,1
We should prohibit women in combat. women who want to enter combat should be able to do so and we can not prohibit it,0
We should subsidize stay-at-home dads. subsidizing stay-at-home dads would strengthen the family unit.,1
We should end mandatory retirement. many people now cannot afford to live on their pension and pay for healthcare - thus making them retire is condemning them to ill health and poverty almost certainly resulting in premature death.,1
We should adopt an austerity regime. an austerity regime promotes the continuation and growth of a country's debt which allows dependence on others instead of addressing and repairing issues of a particular country preventing self-growth.,0
We should limit judicial activism. we should limit judicial activism so that we do not depart from the constitution.,1
We should ban naturopathy. we should not ban naturopathy because although it is of no medical benefit pepople are entitled to make wrong choices.,0
Assisted suicide should be a criminal offence. people should not have to suffer unduly and a person that assists them in ending it should not be a criminal.,0
We should close Guantanamo Bay detention camp. Creating such a secluded environment for this detention camp has encouraged and legitimized unlawful and immoral behaviour on the part of the soldiers in charge of the detainees.,1
We should abolish zoos. zoos keeping animals in cages while all animals should be free and to live in nature.,1
We should ban fast food. fast food is bad for one's health and should be banned,1
We should legalize cannabis. legal marijuana could actually improve opportunities for the black market because cartels can easily undermine licensed sellers prices and the black market will thrive,0
Assisted suicide should be a criminal offence. assisting a suicide for medical reasons should not be considered a criminal offense because the person is making sound judgements based on someone else's suffering.,0
"We should fight for the abolition of nuclear weapons. Nuclear weapons are so powerful, they discourage conflict.",0
We should adopt libertarianism. we shouldn't because some people need intervention to make decisions.,0
"We should subsidize vocational education. vocational education is necessary to ensure that there is not a shortage of qualified trades people in the future, and a subsidy will make this a much more attractive option when deciding a career path.",1
"We should legalize polygamy. in this day and age, we recognize non-traditional family structures as legitimate and polygamy should be no different.",1
Assisted suicide should be a criminal offence. it is unfair to force someone with a terminal illness to continue to suffer greatly when they are just dying anyway. the only humane and compassionate way to help them is to allow assisted suicide.,0
We should ban cosmetic surgery for minors. cosmetic surgery for minors is dangerous as they may not be emotionally advanced enough to understand the long term implications and effects.,1
"We should ban targeted killing. targeted killing is useless and just unfair, no violence should ever be allowed",1
"We should legalize cannabis. cannabis is a hallucinogenic product that can harm a persons memory, lower their inhibitions and cause a person to make dangerous choices and is addictive. all of these behaviors can be destructive.",0
We should oppose collectivism. collectivism can erode personal freedoms in a way that is irreversible,1
"We should legalize sex selection. this could cause imbalance in population, if a generation is selected as mainly male or female",0
We should ban factory farming. we should ban factory farming because it is cruel to animals and the quality is questionable at best.,1
We should subsidize stay-at-home dads. stay at home dads are just as needed as stay at home moms,1
We should ban whaling. we need to ban whaling to protect whales from going extinct,1
Homeschooling should be banned. homeschooling should not be banned because there is a lot of crime in the schools and if the parents want to teach their children they should have the right to,0
Homeschooling should be banned. parents have an absolute choice to determine how their children should be educated,0
We should adopt a multi-party system. a multiparty system blurs the citizenship of a vision and model of country. we should not adopt a multiparty system because it would waste valuable time to agree,0
We should subsidize embryonic stem cell research. embryonic stem cell research is murder,0
We should subsidize student loans. we should not subsidize student loans because people need to work hard to get their education,0
We should cancel pride parades. pride parades can be perceived as a way of pushing one's views on other's that do not share the same belifs and accepatances,1
We should limit executive compensation. executives who run huge profitable companies that employ many people should be highly compensated for doing so,0
We should legalize cannabis. if you start legalizing drugs it could open up the floodgates for more legalization of dangerous drugs.,0
We should cancel pride parades. why should homosexuals have a pride parade?heterosexuals don't have them!,1
We should abolish safe spaces. some groups are still subject to violence and mockery and they should have a place to access to get away from that.,0
Homeopathy brings more harm than good. the placebo effect is a completely valid form of homeopathy and is used by millions,0
"We should limit executive compensation. executive compensation packages are necessary to attract the best qualified people into a company - it is simply market economics, supply and demand.",0
"We should fight for the abolition of nuclear weapons. Nuclear weapons, by virtue of the principle of mutual assured destruction, have made another great war between global powers impossible.",0
"We should legalize sex selection. sex selection will invariably lead down a slippery slope of screening for other genetic factors: hair color, handedness, etc. where will it stop?",0
We should ban algorithmic trading. if people want to use it then it is their choice,0
"We should adopt libertarianism. Libertarian foreign policies, being neutral and non-interventionist, help avoid war with other nations.",1
"We should end racial profiling. racial profiling is wrong on every level, judging someone on their actions because of preconceived ideas about their race or appearance leads to injustice all the time.",1
"We should subsidize student loans. it is important that student loans are granted, because it helps you increase your quality of life and your economic potential",1
The use of public defenders should be mandatory. public defenders don't do as good of a job as a hired lawyer does,0
"We should end affirmative action. affirmative action is unfair as it singles out minority groups for special treatment, therefore, giving less favourable treatment to those not in minority groups.",1
We should subsidize stay-at-home dads. they should be compensated for the household work and child raising tasks that they preform.,1
Entrapment should be legalized. Entrapment causes more criminals to be caught and taken off the streets.,1
Social media brings more harm than good. social networks push people to isolate themselves socially,1
We should abandon marriage. we shouldn't abandon marriage instead we should change the ideas about marriage.,0
"We should limit judicial activism. the judicial system requires independence, judicial activists undermine this independence and the practice should be limited.",1
We should end mandatory retirement. Older workers have more experience and expertise than young workers.,1
We should ban the use of child actors. we should ban the use of child actors because it causes the child to be in a dangerous environment,1
"Carbon emissions trading should be limited.. The main purpose of the World Climate Conference in Copenhagen was to curb the development of late-developing countries, especially China, and to limit the carbon emission rights of developing countries.",0
We should prohibit women in combat. women want to defend their country.they should be allowed to fight in a battle to support their country and its cause.,0
We should abolish zoos. zoos ought to be abolished because they are essentially prisons for these wild animals who often become aggressive,1
We should abolish the right to keep and bear arms. we should not abolish the right to keep and bear arms as everyone has a right to keep guns as a mean of protection as stated in the constitution.,0
We should abolish the three-strikes laws. the three-strikes laws can keep some people from having a chance to get out and reform themselves.,1
We should ban telemarketing. we should ban it because of the often very high pressure sales tactics used to coerce a sale even if someone does not want to purchase anything,1
We should ban algorithmic trading. we should ban algorithmic trading because is difficult in some economics,1
We should legalize organ trade. the organ trade will mainly use poorer people to provide organs for the rich.,0
Intelligence tests bring more harm than good. intelligence test can cause certain students to be pigeon holed and cause them to have low opinions of themselves because they can not score as high as others.,1
"We should legalize organ trade. Selling organs is dangerous, leading to many deaths on the operating table.",0
We should oppose collectivism. collectivism is a harmful ideology that puts members of groups against each other.,1
We should prohibit women in combat. We should prohibit women in combat as they are not able to be as resilient under pressure.,1
We should ban cosmetic surgery for minors. minors should be allowed to have cosmetic surgery as long as their parents help make the decision. some cosmetic surgery would make a child with a deformity have better self esteem.,0
We should abolish the Olympic Games. the olympic games should not be abolished as they bring the world together to see outstanding sport and encouges young people to take up sport andd strive for success,0
We should ban cosmetic surgery for minors. even minors have the right to bodily autonomy and should be allowed to decide for themselves whether to have cosmetic surgery.,0
We should ban private military companies. Private military companies have their bottom line as a priority rather than the safety of the country.,1
We should stop the development of autonomous cars. autonomous cars will allow people to do more instead of wasting time in traffic,0
We should subsidize student loans. Student loan costs are becoming outrageous putting people in debt for life.,1
We should adopt a zero-tolerance policy in schools. teaching children to think for themselves and learn based on their own actions is important to their growth. stunting them with zero-tolerance does no one any favors.,0
We should adopt atheism. the right to practice religion is a personal freedom that cannot be taken away as it is a source of comfort to many.,0
We should legalize cannabis. we should not legalize cannabis then more children will get a hold of it,0
Homeschooling should be banned. parents should be given the choice to provide homeschooling if they want to and this is often the only option in cases of severe bullying in a school environment.,0
We should ban cosmetic surgery for minors. We should ban cosmetic surgery for minors because it sends a message to young people that conventional attractiveness is more important than health.,1
"We should abandon television. Television is an outdated modality that lures people into inactive passivity, it is dangerous to well-being and should be banned",1
Entrapment should be legalized. entrapment should be considered as legal as giving huge benefit for safe and secure society.,1
We should ban cosmetic surgery. the government should not outlaw safe procedures that can be done to the body.,0
We should ban factory farming. it is not humane to animals and needs to be stopped.,1
We should subsidize space exploration. space exploration is the last great frontier for scientific discovery and should be publicly funded.,1
"We should adopt atheism. the most basic right we have is freedom of religion, and it is very strong personal belief. atheism strips that away and should not be encouraged.",0
We should abolish safe spaces. safe spaces create an unrealistic environment that doesn't exist in the real world.,1
We should close Guantanamo Bay detention camp. if we close gitmo we are simply tranferring the problem elsewhere.,0
We should abolish zoos. zoos force animals into an existence outside of their natural habitat for our viewing pleasure. it is not right to subject them to such an environment.,1
We should subsidize embryonic stem cell research. using cells from a life embryo is immoral and unacceptable and it has to be stopped.,0
We should cancel pride parades. pride parades can be a dangerous place,1
Homeopathy brings more harm than good. homeopathy is not well regulated so people won't know the dangers of using homeopathic remedies,1
We should ban cosmetic surgery for minors. we should ban cosmetic surgery for minors because it is not necessary and as an individual matures they may not be a need for this procedure.,1
Payday loans should be banned. payday loans only serve to get people into more money troubles.,1
"Homeopathy brings more harm than good. Because most of its formulations are heavily diluted, most homeopathic treatments are safe",0
"We should oppose collectivism. We should oppose collectivism because while it can be used to help everyone, it gives too much power to the collective to hurt individuals.",1
"We should adopt atheism. one of the most basic human rights is the freedom of religion, and asking anyone to give up that right to believe in whatever they choose is wrong.",0
We should ban cosmetic surgery. surgeries are important for people who were in accidents or have birth defects and surgery can help transition them to a normal life.,0
We should abolish intellectual property rights. we should abolish intellectual property rights because we never can truly know that someone came up with something.,1
We should limit judicial activism. every judge is trusted to give their own interpretation of the constitution; there is no way to prevent implicit biases from coming up in their decisions.,0
We should abolish the Olympic Games. We should not abolish the Olympic Games as they are viewed as the pinnacle of success for many athletes around the world.,0
We should stop the development of autonomous cars. autonomous cars are dangerous because they are operated by a computer which can malfunction or be hacked.,1
"We should adopt atheism. atheism allows for an even playing field, removes the fighting over which religion is superior over another.",1
Payday loans should be banned. payday loans are the best alternative for those who can not maintain a bank account.,0
Assisted suicide should be a criminal offence. assisted suicide should not be a criminal offense as everyone should have the right to end their life peacefully once they are to a point of not being able to get better.,0
Payday loans should be banned. payday loans take advantage of people in desperate situations,1
Nepotism exists in Bollywood. Star kids also have an upbringing which is surrounded by the Bollywood industry. This gives them an advantage of getting adjusted and having a clearer overview of the industry. This might help them learn faster and do better which an outsider might not be able to.,0
We should legalize organ trade. legalizing the organ trade would lead to people forcing or coercing other into giving their organs. this would increase death and suffering.,0
We should abandon the use of school uniform. pupils having to dress in school uniform means no one is singled out for not being able to afford expensive clothes.,0
We should prohibit flag burning. we should prohibit flag burning since all americans should treasure their flag and not burn it in a protest or something similar.,1
We should end affirmative action. we should not end affirmative action because it helps less privileged people advance.,0
We should abandon marriage. marriage is revered in religious faith and has been an institution that provides legal and symbolic love and lifelong virtue.,0
We should abolish the Olympic Games. we should abolish the olympic games because the money they spend could be used for better things like medical research,1
Entrapment should be legalized. entrapment is an unjust form of capturing criminals as it is tempting someone to do something wrong,0
We should ban missionary work. it`s outrageous to ban missionary work because people who helping other people can`t be banned to do that and can be only awarded and recognized in our society.,0
We should end racial profiling. we should not end racial profiling because some times people look the part they are playing.,0
"We should abolish safe spaces. We should abolish safe spaces because universities and other public spaces have an obligation not to place limits on speech, even if it comes from a good place.",1
"We should protect our privacy in the Internet age.. You can barely recover privacy. It's hard to imagine what companies do with personal information, including who they actually sell it to.",1
We should ban cosmetic surgery for minors. minors cannot be trusted to make decisions about cosmetic surgery that may affect them adversely as they grow up.,1
We should ban factory farming. factory farming is bad for the environment and should be banned,1
We should end racial profiling. just because of crime numbers it doesn't make it right to just pull random people over or stop and frisk them. we cannot assume a person is a criminal just because they live in a certain area.,1
We should end affirmative action. without affirmative action we would regress into a situation where many many groups would be discriminated against it is necessary to ensure fair treatment for all.,0
We should prohibit school prayer. in the interests of bring communities together we should prohibit school prayer and embrace a non-religious outlook.,1
We should ban human cloning. we shouldn't ban human cloning as it could help aid genetic medical problems,0
Payday loans should be banned. they have high interest and short repayment dates and people may find themselves even in greater debt,1
We should prohibit women in combat. women are just as capable at defending our country as men and preventing them from military duties is equivacable to gender inequality.,0
We should adopt atheism. we should adopt atheism because for decades we have proven with science that religious explanations are incorrect,1
"We should abolish the three-strikes laws. criminals should have a chance to go straight, even if they've committed the same crime multiple times.",1
"Foster care brings more harm than good. The foster care system is understaffed, and its social workers are overwhelmed and exhausted.",1
We should ban whaling. There is little difference between the whaling industry and our farming industries; humans are entitled to hunt animals to eat them and utilize them to our benefit.,0
We should ban whaling. whaling should be banned. the number of whales is depleting seriously and is a real environmental concern.,1
"Intelligence tests bring more harm than good. People possess many different forms of I Q, from logical IQ to emotional IQ and that might not always be highlighted in standard IQ tests",1
We should ban factory farming. factory farming is efficient and lowers food production costs.,0
We should adopt a multi-party system. multi-party systems help decentralize power and better represent the various interests of different socio-economic strata within a nation.,1
Assisted suicide should be a criminal offence. people suffering with no chance for recovery deserve to choose this type of death to end suffering and loss of dignity.,0
We should ban cosmetic surgery for minors. cosmetic surgery for minors does not address self-esteem issues and the results of cosmetic surgery are irreversible.,1
Social media brings more harm than good. social media provides support for emotional issues.,0
"We should subsidize journalism. When newspapers worry more about the bottom line than the headlines, the quality of the papers goes down resulting in poor pop journalism that panders to the public and the advertisers.",1
"Carbon emissions trading should be limited.. To reduce carbon emissions, first of all, the country will close many heavy polluting enterprises.",1
We should ban telemarketing. telemarketing can be a useful tool to bring goods to the attention of people who would not otherwise access the information.,0
"We should prohibit school prayer. school prayer is forcing a religion on everyone, including non-believers",1
We should fight for the abolition of nuclear weapons. nuclear weapons help keep the peace in uncertain times,0
Blockade of the Gaza Strip should be ended. blockade of the gaza strip is a bargaining tool to ensure the safety of israel in a volatile region.,0
We should prohibit school prayer. we should not prohibit school prayer as long as the type of prayer is not religion specific.,0
"We should abolish the right to keep and bear arms. america far and away has the highest gun related homicides of any developed nation, to say nothing of the multiple mass shootings per year.",1
The vow of celibacy should be abandoned. this is a fundamental part of being a priest or nun. they don't need this distraction.,0
We should subsidize student loans. education is important to ensure the continued progress of humanity and to move humanity forwards; for this reason we should subsidise loans for students.,1
We should abandon the use of school uniform. school uniforms stifle the ability of kids to be creative in how they dress and express themselves.,1
The use of public defenders should be mandatory. public defenders ensure the common man has a chance of a fair trial,1
We should subsidize space exploration. space exploration is such a costly exercise that subsidising would put an enormous strain on any country's finances that can be ill afforded when there are so many more causes that need supporting on earth.,0
We should ban the Church of Scientology. we should not ban the church of scientology because in this country everyone has the right to freely practice whatever religion they want.,0
We should ban cosmetic surgery for minors. Allowing cosmetic surgery for minors makes it easy for minors to pressure well-intentioned parents even if it is objectively a bad decision. A ban prevents parents from being put in this situation.,1
We should adopt a zero-tolerance policy in schools. this would ensure everyone got punished if they broke a rule,1
We should introduce compulsory voting. forcing people to vote or face a penalty is what a dictatorship sounds like. compulsory voting is a bad idea. i don't believe it would change the results anyways.,0
We should ban the Church of Scientology. scientology is actually a wealthy cult and members are abused physically and financially.,1
We should subsidize embryonic stem cell research. embryonic research has proven effective in finding cures for many diseases such as cancer.,1
We should fight urbanization. urbanization leads to poor living conditions due to overcrowding.,1
We should ban the Church of Scientology. we shouldn't ban the church of scientology because it is a way to study the nature of life,0
We should end the use of economic sanctions. economic sanctions help our country.,0
We should abolish the Olympic Games. we need the olympic games to bring the nations together in a non confrontational contest.,0
We should ban the use of child actors. the world of show has proven to be full of vices that in the case of children is very harmful,1
The use of public defenders should be mandatory. The use of public defenders should be mandatory in order to make wealthy people invested in the success of the public defender system.,1
"The use of public defenders should be mandatory. if everyone had to use a public defender, it would be fairer as their representation would not be dependent on their income.",1
We should abolish the right to keep and bear arms. with the wave of mass shootings that have occurred the world would be a much safer place without guns.,1
We should stop the development of autonomous cars. autonomous cars are computerized and are open to hacking. at that point they can become a dangerous weapon to not only the driver but everyone around him.,1
"We should abolish capital punishment. capital punishment is barbaric, what if an innocent person is killed under these laws, you cannot release them and make restitution, capital punishment makes authorities as guilty of crime as the criminals.",1
Blockade of the Gaza Strip should be ended. the blockade must be maintained to keep peace in the area,0
We should stop the development of autonomous cars. autonomous cars are prohibitively expensive,1
We should abolish intellectual property rights. ideas are free thoughts so it's not fair for one person to profit off of it,1
Homeopathy brings more harm than good. people using a homeopathic approach to treatment can accidentally end up overdosing on their herbal treatment and making themselves more sick.,1
We should adopt an austerity regime. adopting an austerity regime is the best way for the country to reduce its huge debt,1
We should subsidize Wikipedia. it needs money and is used by many people.,1
We should adopt a multi-party system. a key advantage of a multi-party system is that voters have a choice of which political party they can choose to elect.,1
We should adopt an austerity regime. as a last ditch effort the government should be allowed to cut programs and spending to stabilize the economy to prevent failing.,1
We should end mandatory retirement. people should be allowed to retire when they are ready,1
We should legalize prostitution. legalising prostitution may promote the spread of sexually transmitted diseases.,0
We should subsidize student loans. people should be able to go to school and better themselves without having to pay back thousands of dollars when they graduate.,1
"We should ban telemarketing. telemarketing is an irritant, a waste of time, and gives too many people spam calls which isn't helpful when the person is waiting for a phone call from a potential employer, etc.",1
We should prohibit capital monopoly.. Capital monopolies hinder technological progress and harm consumers' interests.,1
"We should cancel pride parades. in democracy, everybody has the option to choose what they want and how they want and canceling pride parades will be wrong and opposite of democracy.",0
We should ban whaling. whaling provides jobs and income for many people,0
We should ban telemarketing. telemarketing is considered a nuisance to many and other forms of advertising are much more effective and less invasive.,1
The use of public defenders should be mandatory. the government has enough obligations without having to provide court services,0
"We should crack down on unreasonably high incomes.. The implementation of property taxes, taxes on the rich, capital gains taxes, asset transfer taxes, etc. The fundamental factor leading to the disparity between the rich and the poor in the past decades is not the pay gap, but the gap brought about by the growth of capital investment.",1
WikiLeaks is not a bane. Leakage of sensitive government information.,0
We should end mandatory retirement. if someone can still work they should be allowed. it will cause less strain on social security.,1
We should adopt gender-neutral language. gender-neutral language doesn't always help people clearly communicate what they mean,0
We should abolish capital punishment. some threats need to be eliminated for the public good,0
We should ban the use of child actors. child actors are important so programs can show people of ages and are reflective of society. child actors are an important part of the industry and are needed to reflect people accurately.,0
"We should ban cosmetic surgery. we are propagating unnatural and unattainable beauty norms by fueling an industry that operates on those that can afford it, to look as close to perfect as possible",1
"Surrogacy should be banned. surrogacy is basically exploitation of economically disadvantaged women, forced into emotional and physical trauma for money.",1
We should adopt gender-neutral language. we should not adopt gender-neutral language because the majority of people do identify with a gender and want to be addressed as such.,0
We should subsidize embryonic stem cell research. some religions do not believe in this sort of research.,0
We should close Guantanamo Bay detention camp. guantanamo bay keeps the dangerous terrorists away from our civilians.,0
We should adopt a multi-party system. a multi-party system will lack real leadership and will mean that policies often end up being diluted or not passed at all as a majority can not be reached.,0
We should adopt atheism. we should not adopt atheism because organized religion instills good morals into people.,0
We should subsidize stay-at-home dads. the public should not have to pay for other peoples life style choices,0
We should prohibit flag burning. prohibiting flag burning is the right thing to do to respect our nation.,1
We should stop the development of autonomous cars. it is a waste of resources. we should develop more environmental friendly cars instead.,1
"We should prohibit flag burning. flag burning is merely a very visible form of freedom of expression, which should be protected to the same degree as freedom of speech.",0
We should legalize prostitution. if prostitution was legal then the people would be able to be better protected and diseases could be controlled more.,1
We should prohibit women in combat. women have reproductive concerns that could cause ethical problems in combat.,1
Assisted suicide should be a criminal offence. assisted suicide should not be a criminal offence as people with chronic health conditions may not be able to commit sucidice alone but should have the right to choose whether they continue to suffer.,0
"We should limit executive compensation. executive compensation has hit astronomical levels, widening the pay gap between worker and executive, this has the potential to lead to disharmony and possible conflict.",1
We should ban telemarketing. telemarketing is a job for some and banning it would take jobs away.,0
Foster care brings more harm than good. Foster care brings more harm than good as it can leave children with the impression that they are a burden to be passed off to others whenever they become too much of an issue for someone.,1
"We should cancel pride parades. pride prides are an expression of free speech and therefore, constitutionally protected.",0
