text,label
She sold the company in 2001 to Louis Vuitton Moet Hennessy. Her clothing was typically found in malls,1
"they conduct summer training camps at St. John Fisher College in Pittsford, New York.",2
"In her days, before indoor plumbing, the washerwoman (laundress, housewife, etc.) would have had to fetch water eight to ten times every day just for laundry.",1
"It can be especially when you realize that there are 3 types of modern guitars. The classical guitar, the steel-string acoustic guitar, and the arch top guitar",2
"I'm not sure, but if I had a chance, who knows.",1
"I also liked his first film movie ""Critters 3"" in 1991. Why do you like Leo?",2
A bit. The Broncos formed in 1906 and played in the AFL before the merger with the NFL in 1970. They now play in the NFL. What's your favorite team?,0
"I like the old tom & Jerry cartoosn, seen them?",0
Neat! What's there to do there? Nevada isan interesting place.,1
"I don't really like her novels, but ""Mansfield Park"" I kinda got into for a bit. didn't care for Emma at all.",1
"After the army, he moved to Clarkesville, TN and played with the Isley Brothers and Little Richard on the Chitlin circuit until 1965.",2
"I think I should compete with him someday, why should he always be the one clenching all the medals... Smh!",2
He did sing in a couple songs but I guess he may not have been the lead singer. I think that was Chris Cornell from SOungarden. But he did a few studio songs and toured with them.,2
"I'm not sure, I've mainly seen his work exhibited in public spaces",2
"Do you know Adam Levine? The American singer, actor, record producer, and songwriter.",2
yes! they like the heat. Which is why they need heat lamps when you own one. ,2
"Yes. He is an American romance novelist, screenwriter, and producer.",2
Adam was born and raised in Los Angeles. He co-founded a rock band called Kara's Flowers in 1994.,2
They were developed originally in the Anglo-Scottish border region for herding livestock.,0
That is very impressive. Are the Angels a good team,2
"Okay then, yes, I love Tex-Mex.",2
"Yeah, he is from Canada and was born in 1994. He is just a kid. People should leave him alone, lol.",2
yea donna karan is a fashion designer in new york and has been there for a while,1
Cool! My girlfriend's parents are from Brooklyn. I'll have to ask them if they're fans.,2
Ever heard of Sir Alfred Hitchcock?,2
From New York? She must be pretty good.,1
"Our modern guitar was preceded by the glittern, a Renaissance guitar.",2
Donna Karan is a name I've heard but I don't know who she is.,1
"Haha, no wonder most people just call it David Copperfield. That is crazy.",2
"I'm not certain if he does autographs or not. The last movie that I remember him in was ""A Christmas Carol"" in 2009.",2
"Its simple really, players use the head of the lacrosse stick to carry, pass, catch, and shoot the ball into the goal. Its really fun. ",2
German Shepherds are very smart. Because of this they make good police dogs. They even assist the disabled.,0
I am dabbling in writing poetry and am greatly inspired by Emily Dickenson. She was a prominent American poet who passed away in 1886,1
What films had the biggest sales?,2
I am located in Missouri. I think I have heard of motley crew before. Arent they a band?,0
I love Carrie Underwood. How about you?,1
"I know of them, but don’t really care one way or another. I was never really into grunge.",2
"Sure do! I've been teaching myself how to play acoustic guitar, and I think someday I might also wanna learn jazz guitar!",2
"I completely agree with you. I hope we both find happiness, and if we are happy, that we stay that way. ",2
I take it back his college record last year was 8 and 5 but supposedly he made some bad racist comments during highschool that reflected bad on him that's why the Bills got him so last on the 9th pick,2
"Yes, it is good, I recommend trying it! It is called terasi in Bermese. Are you familiar with Burma?",0
"Yes, the acoustic guitar makes lovely music! It has a bright, loud sound",2
I would love to see more of David's work,2
 Arnold Schwarzenegger is just a all around person I only knew him for acting I never knew he did many other ventures outside of that.,2
"It is, and isn't the terrain very hilly?",2
"I am not really sure if that is real Miley or is it just some PR stunt to get more publicity, but it is truly sad to see her in such an image",1
"That is a long time ago, he sure is old. He has done well in business, I know people laugh at the whole small loan of a million dollars, but to turn it into what he has, if I did that with my savings I could retire right now!",2
"Bruno Mars has a pretty good voice, don't you think?",2
Wow that's quite a while ago!,2
I don't know much in depth about his presidency just know some about him. He entered the race as Republican and actually defeated 16 other opponents in the primaries. ,2
"Oh I see, Alfred has made made many good movies. But i prefer Christopher Nolan",2
"That's a huge lot, how long did his musical career last?",2
"The English theoretical physicist, cosmologist, author and Director of Research at the Centre for Theoretical Cosmology?",2
"Yes, Ms. Dickinson came from a very prominent family. She did live most of her life, however, in isolation. ",1
"I love BBQ'd pot bellied pig, because I live in the South, and we have fierce rivalry at competitions. This is my secret ingredient!",2
He worked as a carpenter when was young and lost part of his left finger but it didn't effecct his painting or the way he held the pallette at all,2
thats sad. when did shedie?,1
Yeah he was born July 30 1947 did not know he was that old!,2
"Yes, they were locals. They were called ""Indians"" by Columbus because he thought he had sailed to India.",2
I think she wrote seven Harry Potter books - so prolific! She also wrote a bunch of more 'mature' books lately.,1
I wonder if he will ever give up his Twitter?,2
"Right? That's what makes me feel a bit like an outcast. I don't know if I belong in the South as much as other people do, like my parents.",2
Yeah they did in that era. It was a wild time,2
"Her first and second studio albums, ""...Baby One More Time"" (1999) and ""Oops!...",1
"I'm not sure i know what you're talking about. He was the creator and host of ""The joys of Painting""",2
Sounds real cool. What else is there to do around there?,2
I love iguanas. Such cool and docile pets I have heard.,2
" In its original run, Hanna and Barbera produced 115 ""Tom and Jerry"" shorts",2
"Same here, the only good song they had really was ""Cooky Puss"".",2
"Yeah, to be honest I am looking forward to January 20, 2021 when his term is set to end.",2
Well the show has reeived praise from television critics and parental groups however I dont anymore,1
Does she still make music?,1
Okay. I never watched that show. Also I cannot see what you do. You are teaching me.,2
You said he was an author. Can you tell me which books he wrote?,2
quite the record any thing else,2
They're a baseball team based in Baltimore Maryland!,2
"I'm not sure, but I know that he co-founded The Smeezingtons, a production team, in 2009",2
Its pretty much just like a classical guitar but has electric pickups that convert the vibration of the the strings into electrical signals that are played through an amp to make music. ,2
"Oh so he had fame but no fortune, poor guy",2
"Sure! That was a good one ,his philosophy argues that the human mind creates the structure of human experience, that reason is the source of morality, that aesthetics arises from a faculty of disinterested judgment.",2
Yeah raw food mainly uncooked and unprocessed. Shrimp in that from is unappealing to me. Sushi is the exception.,0
What was her first film?,1
I am not a huge fan of justin beiber,2
Well it led to the black jack aniseed flavored gum we see today,2
"Oh yes I remember those albums, I think I own them on Itunes. What else can you tell me about Bruno Mars? surprise me. ",2
HaHa! They are social! That is so cool. Do they live together in groups?,0
"I have never heard of Pearl Jam before, who are they?",2
"Nice, I had a Burmese Mountain Dog but he passed away recently sadly.",0
"Which song did you use? I really like ""Moves like Jagger"" such an awesome song.",2
"yeah, they're total aslasher films, which is a subgenera of horror movies. I like them quite a bit, but more supernatural and less punishing loving teens for having love movies. ",0
"Huh, that's interesting. He made an appearance in Jurassic World, didn't he?",2
How many members are in the band? I'm assuming 5 based off of naming trends.,2
"Of course no. She also received Tony Award nominations for the play ""In the Boom Boom Room"" in 1974 and for the original production of the musical ""On the Twentieth Century"" in 1978",2
"Yes and the main character is a Police Inspector named ""Harry Callahan",1
And it had Kurt Cobain and Dave Grohl,2
"I heard that too. I think that was because of World War 2? Im not sure, but i think they changed the name to avoid the negative association. ",0
He actively supported alot of interpretation of quantum mechanics.,2
Stephen King is an American author,2
"Nah, lots of artists use 'professional' names. It stands out more. He was born in Honolulu, Hawaii as well!",2
"Me too! Maroon 5 has released six albums together, the last being Red Pill Blues in 2017. I'm ready for some new music!",2
OH okay that makes sense!,1
Have the Smeezingtons helped produce any other famous artists? ,2
8 Months. If you want him you can have him. Even a Scottish terrier would be better than this dog.,0
"I can't say it's my drink of choice, but I do like it.",0
Pride and Prejudice is a romantic novel which centers around Elizabeth Bennett who learns to appreciate the importance and difference of superficial and the essential.,1
She focused on her acting career with several television and film roles in 2011 and 2012 and then started more into her music career. what do you prefer?,1
"I love the band Grateful Dead, i used to watch them tour, have you heard of them?",0
Yes! But I'm not sure that was actually him speaking. He was first to make a theory about cosmology.,2
"Yes, gotta love the slapstick comedy of those two characters!",2
"Wow older than I thought and still active I bet, do you know when he wrote his first novel?",2
He looks way younger than 43.,2
"It must not have been very good, because they only got success when they tried experimental hip hop.",2
"Do you like Edward Christopher Sheeran? the English singer, songwriter, guitarist, and record producer.",2
That's amazing! Do you think that anyone will be able to take his place on the American swim team?,2
I remember learning about Joseph Stalin in school.,2
yes! He was the inspiration for A Walk to Remember..,2
Border Collies are such wonderful dogs. They're from the Anglo-Scottish border region!,0
"Yes, women did not have many rights. They were mostly asked to be seen and not heard. So glad Jane Austen published her novels which helped the women's rights movement.",1
"I guess they do not need it, zebras have never been truly domesticated, like horses",0
"It debuted and peaked at number 7 on the US Billboard Hot 100 on September 6, 1997. ",0
"What are some other works Justin Roiland is known for, if any?",2
"Let me just say i am a big fan of Jagger . I also love his roles in films when he started with ""Performance"" and ""Ned Kelly""",2
No but the Lesser Antilean does and they are endangered,2
oh that is sad. Do you know how old she was?,1
I think they originated in Nam Dinh province of Vietnam.,2
That is cool. It means you can use various techniques in one fight,2
Yup he was an American singer-songwriter and my inspiration growing up!,2
Thank you for the suggestion! Blonde was highly acclaimed and debuted at number one not only in the United States but also in the United Kingdom!,2
"I like that song too. That album was called the ""most prophetic rock album ever made"" by ""Rolling Stone"" in 2003.",2
"i bet they are fun to have around, like a living toy",0
"Stefani Joanne Angelina Germanotta, that's a long name",1
"That is amazing, I think my girlfriend actually owns one of those.",2
"I don't think it has a title besides ""Tom and Jerry Kids Intro Song."" You can find it on Youtube. You'll be humming it all day.",2
Are you familiar with Alfred Hitchcock? He is one of the great English film directors.,2
Do you happen to know what conference or division they are in?,0
They already are in many places. I believe they took the last one off of the famous Route 66 no less than 4 years ago. ,2
Now I remember the Beastie Boys. They did famous songs like No Sleep Till Brooklyn and Fight For Your Right to Party. They're kind of punk rock I guess?,2
" The Beastie Boys have sold 26 million records in the United States and 50 million records worldwide, ",2
"I know he has been on the US Billboard 200 charts with his album Islah I believe it was released in 2016, does he have any other music I should check out?",1
"IT definitely played into the ""evil clown"" fear! I thought The Shining was really good....scary movie, too! So many of his works have been turned into films, miniseries, tv series...",2
oh yea i didnt know that.,2
That is true. It was certified platinum in the U.S,2
It's where you stand on the field on when trying to catch the ball. He throws the ball with his right hand and bats right handed also.,2
"oh, i don't think i've ever heard or seen that one",1
You seem to know a lot about Jagger; what else do you know about him?,2
Yea the german shepherd is great at being a working dog,0
They were formed in 1981 in new york city,2
I do not know any songs by the Beastie Boys. Are you a fan?,2
"I love love rum and cokes, is a highball cocktail consisting of cola and rum,",0
"My brother-in-law is a huge fan of Rick & Morty, the Adult Swim show. Personally, I don't like the show.",2
"He told me he wrote the book, I.T, that was recently played in theaters? What is your favorite book from this author?",2
Oh Interesting! I just finished getting my Bachelor's Degree from the New England Skeptical Society. Mine lasted four years.,0
"I don't know much about them either, but my friend tells me they are a folk band? Wonder where the name comes from.",2
"He is almost 34 years old. He was born in October, 1985.",2
oh thats quite impressive.,2
"Yeah! Also they were part of a herding group, made orginally for herding sheep! Who knew!",0
Yes it is. I learnt a few lessons ,2
Ive never heard of his music! Im sure its really great also,2
Wow I wonder why I've never heard of her. I will definitely give her a listen. ,1
"Its hard to belive that today, you can get Ben & Jerry's globally.",0
"I think so, they are also amazing at dog sports, and sheepdog trials because of that intelligence.",0
Cool! I guess that is good to know.... you seems like en expert. Tell me more!,2
I used to really like Katy Perry but she hasn't come out with anything recently!,1
He and Cameron Diaz had some good chemistry in that one. Did you see Yes Man back in 2008?,2
"oh i hear you, nurses make the world go round, without them, doctors would be so overwhelmed. Nurses are awesome!!",0
"In the newer versions of the show, they added new characters like Scooby's cousin Scooby-Dum and nephew Scrappy-Doo. For some reason Scrappy-Doo really annoyed me.",0
"Ah, I see. Thank you, that was a really helpful explanation. How long has Mike Trout had a career in baseball?",2
Do you have a favorite?,2
I do not know how to categorize his music but whatever he sing he has sold more than 150million records worldwide.,2
"Me too, it's unfortunate that her much-publicized personal issues sent her career into hiatus back in 2007.",1
Hmm that is good to figure out. I guess i have the Pembroke one,0
"I think she just does covers. In 2010 when she was only 15, she first posted to YouTube.",1
They are great! They do like to follow me around. I just recently learned that yorkies came from Scotland with workers coming to Yorkshire.,0
"Wow, I'm not surprised though. People have a bad misconception about them and think they're aggressive, but I've never encountered this before.. ",0
And some of them waited hours and hours in line for some damn dipping sauce. ,2
"The Steelers have won 6 and the Patriots have won five. Unfortunately, the Broncos have also lost 5 Superbowls - another record!",0
I have! I loved him back when he was on Saturday Night Live and now I still love him on The Tonight Show Starring Jimmy Fallon!,2
"I love watching people play guitar. I can't play myself, so it's fascinated to see other people with the skill to play well.",2
Wow. And here I was so proud of my match stick house that is more of a leaning shack than anything. LOL,2
"oh wow, how old is he now?",2
Oh yeah. He was also has his own weight lifting festival called the Arnold Sports Festival,2
"Yes it is, as well as ""Emma"" from 1816.",1
I'm not sure either. They were originally developed to herd sheep so that is why they are a part of the Herding Group,0
I really liked Sense and Sensebility. It really struck me how similar issues are today to that of Victorian times!,1
Its a story about sisters as they grow older. its a nice holmey story,1
"I grew up on a cotton farm. I chopped cotton every summer from when I was 12 until I was 18, lol.",2
"One of my favorites has got to be ""Sense of Sensibility"".",1
My favourite band is the Beastie Boys - they were a hip hop group formed in 1981,2
He did seem to make a lot of films around that time.,2
Interesting! I guess he has been moving up the ladder since then!,2
What record label is he with?,2
Nice! I always wanted one because they are so handy.,2
"That is rather dangerous, turbulence can pose a threat",2
Yes I do! He just served two terms as the Governor of California. He's a very charismatic guy. ,2
I live down the street from Miley Cyrus and PNB Rock. I'm so cool!,1
Yeah i wish i could've meet him in real life.,2
"Hes still pretty young, I love McGregor he is actually 2nd on the UFC's pound for pound rankings.",2
Oh okay. How long have they been around?,2
I didn't know that. Do you know when the Beatles were formed?,2
" In its original run, Hanna and Barbera produced 115 ""Tom and Jerry"" shorts for Metro-Goldwyn-Mayer and I think I've seen them all.",2
"Oh yeah, it's been there a while. I like Tom and Jerry. Now I haven't been alive this long, but the show is a classic started in 1940 by William Hanna and Joseph Barbera (Same people that made the famous Scooby Doo) that show is a close tie for me",0
"Ahh. I may have to check it out then. I like cartoon's, from time to time.",2
Oh no. I don't what color it is. I think green? Is that good or bad?,2
Hi do you like Mick Jagger and Rolling Stones?,2
"Yes, you probably have heard of 1984 and Brave New World. Imagine if out society was anything like that! Although in some ways it is....",1
"Speaking of their comeback, they were revamped recently and have more modern looks now.",0
The Vietnamese pot-bellied pig are unfortunately endangered!,2
"No, no controversy. his music was composed mainly of heavy synthesized hooks fed to his electric guitar effects pedals; He was a pioneer of electronic music. What they would almost call Techno today. ",2
So old! The players must be having trouble playing now? They must be in their 70s?,2
isn't the bacolorer's degree for unmarried men or as the french say baccalaureus?,0
"I do, I have a two year old German Shepherd. ",0
Can I learn piano or guitar without knowing how to read music?,2
It's the eighth novel by Dickens - I didn't realize that.,2
"I used to catch Iguanas growing up, but don't worry I would later release them unharmed (at least physically)",2
My sister really liked My Little Pony when she was younger - do you remember what those were?,1
"Oh really? I have never heard of those, maybe they are worthwhile!",2
yea he has a very broad portfolio.,2
"Does she do dresses for the stars, like on the runway for events like the Grammy's?",1
Oh yes. I love his music! He can really do it all. I wonder where he is from. ,2
Rick and Morty is one of my favorite shows.,2
"Yes! The Seminole tribe of Florida, which is actually where the minority of Seminoles are located!. ",2
I would say maybe Under the Dome? It was pretty creepy. He sold more than 350 million copies and many of his books were adapted into films. It's hard to pick! ,2
"Oh, wow, that is horrible! Especially since they appear on the endangered list now. ",2
Have you read any Nicholas Sparks books? I think he is overrated,2
"Wow! I didn't realize he has been putting out albums for that long! Is the song ""Baby"" on that album?",2
I knew he did some acting I did not know he was an author. I watched the movie about his life. ,2
"Cool, do you play acoustic or electric guitar?",2
"Yes, but I consider him more of a guitarist than a singer. Excellent musician and one of the greatest rockers ever",2
"He's a hard worker, and comes from a family that knows how to will their own success, as his father, William Ritchie, was the owner of multiple car dealerships. There's no doubt he derived much of his self-drive and motivation from seeing his father's own entrepreneurship.",2
"Well, he has done many movies with Martin Scorsese. Including ""Gangs of New York"" and ""The Departed"".",2
Yep Justin Bieber was born 1994 so he isnt old at all but hes been around for so long.,2
My absolute favorite was 1993's The Notebook. He wrote it in his spare time while he was still selling pharmaceuticals. I think it's my favorite movie!,2
"Guitars are a type of chordophone which were traditionally constructed from wood and strung with either gut, nylon or even steel strings and then distinguished from other similar instruments by its construction and tuning.",2
Has he won any awards for his performances?,2
"Yeah, it goes through mountain chains like the Alps or the Pyrénées.",2
"you know I need to start reading the stories again I am up to the ""Hound"" i need to finish the rest",2
I think if I see it I am just going to call animal control to get it. ,2
"Yes I like Toxic, do you know if she is going to make a new album anytime soon?",1
It was actually Dickens' personal favorite of all he wrote.,2
Same. I like the beach boys from Hawthorne California. Do you?,0
Born in 1956 so he is 62,2
yea but at this point he isnt even really using his comedic talent.,2
"Big Bob Ross was a great american painter, art instructor and television host.",2
"I loved the Cat in the Hat as a kid, what else can you tell me about Dr Suess and his work?",0
"I like Purple Haze, because it sounds like a mix of blue and Eastern Music with all that sound processing he did.",2
It's really popular! Over 100 million have been sold worldwide.,2
And she was the top pin-up girl during WW2,1
Romeo and Juliet is about star crossed lovers whose deaths reconcile their feuding families,2
i have been there a few times.. its expensive and the portions are small :/,2
I guess when you look at the hedonism of the time it does make sense that they would enjoy them.,2
Yes and he is an amazing dancer.,2
"His distinctive voice and performances, along with Keith Richards' guitar is the sound of the rolling stones",2
I have been listening to the Beastie Boys since the early 1980's.,2
"No, but I head about it. It seems good.",2
"nice, i need to check his music out",2
Do you have any favorite songs you like to listen from Pearl Jam?,2
"His mainstream career only lasted about 4 years, but he is one of the biggest musicians of the 20th century!",2
"That is so sad, i'm really sorry. it seems like she really left a mark with her great work",1
"Jam band just refers to groups who record live albums that are catered to a particular fan culture, and it started with the Grateful Dead in the 1960's.",0
"That's awesome. It is so widely accessible. I guess with the way e-commerce is moving, that was the logical step for LV.",2
"1968, Rolling Stone declared him the Performer of the Year.Then in 1970, Guitar Player named him the Rock Guitarist of the Year",2
No he was in a big splashed out honking SUV,2
what is the first registered breed?,0
"He is impressive and while he had a little bit of bad press, the public is very forging.",2
"He has been variously called the father of palaeontology, ichnology, and architecture, ",2
"I loved Leonardo DiCaprio in the movie ""Titanic!"" Have you seen it?",2
"Holy wow, thats so cool. and then he became a huge actor and governor",2
"I heard his piece ""Fuel to Fire"" was pretty cool too.",2
He won it in the 1968 Summer Olympics.,2
"oh, so basically he was teaching people how to draw?",2
"It is located in Orchard Park, New York,.",2
"I love Lady Gaga, Stefani Joanne Angelina Germanotta (born March 28, 1986), known professionally as Lady Gaga, is an American singer, ",1
Thats cool! I do know that behind their necks are small scales known as tubercular scales,2
"I'd heard of trans fats and their negative stigma before, but learning all of this is really making me feel even better about my purchase.",2
"I've never heard of them. My first favourite was probably everyone's first expierence with him. She Will Be Loved. Hahah. I'll admit, Payphone was catchy.",2
They go way back to 1940. I think my favorite cartoon on Cartoon Network by far is Adventure Time.,0
"Absolutely! And if you needed another direction to go in terms of listening, maybe start with his aptly named album, ""Cocky."" That could be something to pump you up in the mornings before you go to work.",2
"Oh cool, when was she born?",1
"yes! it's an American professional basketball team based in Minneapolis, Minnesota",0
"They have regular Mexican food, nachos, hard tacos etc but it all taste authentic, not like a Taco Bell. ",2
"they also only employ 6000 people, and have been around since 1862",0
I have been told my neighbor's iguana got loose. Should I be worried? They kept it in the bathtub.,2
"Awesome, I get that channel! I am excited now to watch it! I'll make popcorn!",1
There is! It's called The Theory of Everything and came out in 2014.,2
Not sure? And they vary in range of length depending on species,2
Oh that would be an awesome comeback to the music scene. I love that idea. ,1
Maybe Jimmy was hungry. He's had a busy career since starring on Saturday Night Live.,2
Well it is sad to see that his professional career stalled by the early 1950s,2
"OK ,Is it a Olympic event?",2
"me too, The Orioles experienced their greatest success from 1966 to 1983, when they made six World Series appearances, my brother just told me that :D",2
Tom and Jerry was quite the violent show wasn't it?,2
"The colors I can deal with, it's the people who wear shirts and pants that are ripped to shreds but pay 400$ for a tshirt I don't understand",0
No way I am so scared of iguanas do you play or hold them? ,2
"Definitely, and even though every episode was basically the same premise, it was still entertaining! Kind of like Bugs Bunny and Elmer Fudd. ",2
"Yeah of course. Brain and mental health issues don't get near enough public discussion or attention, and that's a tragedy.",1
"Yea my dad used to play the electric guitar, Do you know when they first came out?",2
I have a lot of friends who are big Harry Potter fans. Do you know how many books were in the series?,1
I hope i have one of my own one day,0
"Yes, mine could go to the fridge and bring back a water bottle then head out to work the horses.",0
He's a pretty cool dude. I'd date him. LOL!,2
"The granny smith apple is named after Maria Ann Smith, she propagated the apple from a chance seedling.",0
I had no clue they were called that. The Chiefs almost always beat the Bills silly. Hopefully this new quarterback Joshua Allen will be good. I know Mahomes is good.,2
Oh. What was his top song?,2
"I'm not sure. It originated from a short parody film of Back to the Future. ""The Real Animated Adventures of Doc and Mharti"" was reated by Roiland for a festival co-founded by Harmon.",2
No I had no idea. Do they have a stadium for home games?,2
"No, no, just some random person in public! Killed by his own stupidity I assume. I don't know all the finer details.",2
"I think that's what most people were thinking, his populist positions appealed to many male, white, blue-collar, non-college degree holding individuals.",2
Oh wow thats very nice . I might have to look more into this ,2
"Seen many Jim Carrey, or James Eugene Carrey, movies?",2
Oh yeah! What is your favorite song of theirs?,1
Yeah she was a very impowered woman. we ned more of them now more than ever,1
"maybe because she was a women she was met with resistance, especially there have been many book burnings throughout history",1
Yes. I love Cream Puff War. It's a unique and electric style song with some elements of other music.,0
"Yes I love hiking, I've always loved the views on my hikes. ",2
The screenwriter tried to make her scritp as faithful to the novel as possible while preserving a lot of the original dialogue,1
The movie was actually ok it is in connection to the comic books Marvels Comics. ,2
I didn't know that! What was his first movie?,2
"They group were ranked 57th by ""Rolling Stone"" magazine in its The Greatest Artists ",0
"Yeah, I think that's why my classmate went for it. She just wanted to be able to get to her car safely at night, etc. Do you have any more specifics on how you train, or what you learn?",2
Billy Ripkin is also a right handed batter and thrower.,2
"Amazing, do you know when they first originated?",0
That's lovely! I remember really liking that book. Do you like any of the film translations of the story?,1
They are a Danish eurodance group and Barbie Girl is their best known song and considered their breakthrough song.,0
Thats what I was thinking. I always thought he was funny on saturday night live. what about you?,2
"Of course he is an American actor and was born in August 17, 1943",2
Is it taught to individuals in Hungary and Czechoslovakia for purposes other than war?,2
"I'm not exactly sure about that, but one of the biggest draws there would be the Cape Hatteras Lighthouse, it's close to an area of the ocean that is known for shipwrecks and there are still ships sunken in that area called Diamond Shoals.",2
"That is kinda cool, Do you know anything else about Mars",2
"What about the symbols on the sides of them? They're called ""cutie marks"" in the two most recent incarnations.",0
What are cheese made of?,2
oh i didnt know that,0
The band actually inspired hip hop group Run DMC which I'm a bit more familiar with and you hear their music more often. ,2
"And also ""Hamlet"" was a very popular play and one of his most frequently performed plays",2
TELL ME MORE ABOUT IT PLEASE,0
"Oh thats not too old, He looks pretty great for his age.",2
Oh you mean the recording artist from Canada?,2
What's the lead singer's name again? I can never remember his name for the life of me.,2
"Hi, can you tell me anything about David Mach? I heard he was some kind of artist.",2
"How can you just have one? Everything Twisted Brown Trucker ""Rock's label"" is amazing. ",2
"Yes man! released on december 19, 2008 opened at no. 1! such a freat performance by carrey, how abou you?",2
I've always liked their uniforms!,2
"Arnold Schwarzenegger is also a producer, business investor, activist, politician, author and body builder!",2
"Hello, my favorite dog is a terrier.",0
"Oh wow, I didn't know Alsatians and German shepherds are the same kinds of dog. I think they'd be perfect companions for hiking in Ireland.",0
They first go together in 1965 in California,0
"You're right. I just wish he could stop inflating the hot dogs! Yes I have, I went once with my grandpa. It was a great experience.",2
"I have learned that Native Americans were involved in slavery, even of each other.",2
Sounds gorgeous. There is something regal and special about them.,0
I have never of heard of it. Can you tell me more about it?,2
"Not much, Its a simple design meant to just drain fat and grill both sides. Very useful but simple.",2
Hey there! No I am not. What are those?,2
A few years later he won best British male award so he must have been. Interesting fact he dose not have a drivers license. ,2
"I don't know what he did for the world in general, except entertain. He won a Golden Globe and Best Supporting Actor award for his performance in From Here to Eternity",2
"Yes, I recently downloaded one of their las songs, one that features Cardi B., he thing it beautifully.",2
"They must be really smart, too.",0
"Honestly, that's less than I expected but still a ridiculous amount of money.",2
"Let's be real here. Is there anyone more appealing than Rita Hayworth, The Love Goddess of the 1940s?",1
Wow that is a long time ago. What was his first movie?,2
"It was supposed to be a film to give caution against prostitution and relations, be dark. But, it was changed to a story about unexpected love and a comedy.",2
Does it also involve taking a life if necessary?,2
So you enjoy Mach's style that is based on assemblages of mass-produced objects.,2
"No don't think so. I haven't heard of any shows. The band was ranked 57th by ""Rolling Stone"" magazine in its The Greatest Artists ",0
I loved Tom and Jerry growing up. Do you know who created the show?,2
Wow! And he didn't come back? That's so sad!,2
"iv'e heard that they make great K9 dogs, over all i have had 3 German Shepherds what about you?",0
A chordophone is a musical instrument that makes sound by way of a vibrating string stretched between two points.,2
"I love Jim Carrey hes such a talented actor, Do you know who he is? ",2
yea he was on it a few times i think he had some kids on it too.,2
what is the name of his documentary?,2
"Its great to unwind and relax and play a few tunes, especially with friends round. There are 3 main types, the acoustic guitar, the steel-string and the archtop. I have just about masted the steel string so far.",2
That is a a good karaoke song too.,1
