text,label
"“We remain concerned about the impact of these tariffs on global trade and will continue to work with the EU on a multilateral solution to the global problem of overcapacity, as well as to manage the impact on domestic markets.”Negotiations over U.S. steel and aluminum tariff exemptions for Canada and Mexico have also become intertwined with intensified talks to reach an agreement to update the North American Free Trade Agreement.",0.0
"Shortly after learning about it, he mobilized the National Guard.",0.0
"In a statement Saturday, Chief Patrol Agent Rodney Scott said there had been several attempted illegal entries by people associated with the caravan.",0.75
Will the Witch Hunt continue?”The 15 pages of Comey’s memos include details not included in the former FBI director’s book and were released by Republican Congressional intelligence officials on Thursday night.,1.0
The tariffs were a central issue in separate meetings Trump held last week with French President Emmanuel Macron and German Chancellor Angela Merkel at the White House.,0.5
"US pecan growers using trade war to expand their consumer marketTrump officials initially said there would be no exemptions, sparking an outcry from Europe and also some Republicans on Capitol Hill concerned that the retaliatory measures would hurt home state industries.",0.5
"According to the Associated Press, U.S. immigration lawyers are telling caravan participants who traveled through Mexico to the border with San Diego that they face possible separation from their children and lengthy detentions.",0.75
But she said in an interview with the wire service that returning to her native El Salvador would be worse.,0.75
"Both are being investigated by Mueller, whose office declined to comment on the Democratic lawsuit.",0.0
Redacted copies of the seven documents can be seen below.,0.0
Stock prices fell nearly 2 percent when the tariffs were announced.,0.75
"Discussing the memos' transfer to Congress in a Thursday interview with MSNBC, Comey said he favored ""transparency.""",0.5
The president would not disclose the sites but said the U.S. was not among them.,0.75
"Throughout a heavily scripted series of meetings and ceremonial encounters, Trump and Macron showed off their close relationship through words and body language.",0.5
It also plans to close down a nuclear test site in the country’s northern region.,0.0
"More: Neighbors of Trump golf course in Scotland decry a bully trying to expandThe visit will follow a NATO Summit in Brussels on July 11-12, which Trump is also expected to attend.",0.5
President Trump late Thursday tweeted that the newly released memos written by former FBI Director James Comey “show clearly” no collusion with Russia in 2016 and no obstruction into the investigation.,0.75
"One question asks what discussions Trump may have had regarding “any meeting with Mr. Putin,” referring to Russian President Vladimir Putin.",0.5
"“The GOP votes in 2015, especially in the Senate, were relatively safe ones because it allowed a lot of anti-Obama, anti-Iran and pro-Israel posturing without actually owning the consequences of the deal collapsing, including a very real prospect of another major war in the Middle East,” said Colin Kahl, former Vice President Joe Biden’s national security adviser.",0.0
Aides said Trump himself has not spoken with Kim; The Washington Post reported that CIA director and secretary of State-designate Mike Pompeo made a top-secret visit to North Korea over Easter weekend to speak with Kim.,0.5
Various reports in American and South Korean state media Friday evening indicated that North Korean dictator Kim Jong-un announced the halt of nuclear and missile tests in his country.,1.0
“The United States is with Israel in this fight.”,0.5
Assistant Attorney General Stephen Boyd notified the chairs of at least six congressional committees that it was providing both redacted and un-redacted versions of the documents.,0.5
"Second, even after the deal, Iran continued to preserve and expand its nuclear weapons knowledge for future use,” Netanyahu said.",0.0
"Associated PressWASHINGTON – Special counsel Robert Mueller has given a list of almost four dozen questions to lawyers for President Trump as part of his investigation into Russian meddling in the 2016 election and whether Trump obstructed justice, according to a report published in The New York Times.",0.5
"On this issue, we do not always agree as to the solutions, but in the end, such is the case in any family and in any friendship.""",0.5
"He will hold bilateral talks with the Prime Minister during his visit,” 10 Downing Street said in a statement.",0.75
"""This can be good news in that we will now counter for the DNC Server that they refused to give to the FBI, the Debbie Wasserman Schultz Servers and Documents held by the Pakistani mystery man and Clinton Emails.""",0.75
"Still, he said, the U.S. and France were ""beginning to understand each other"" on the need to contain Iran.",0.5
"""But we will be talking about it.""",0.5
"“It just seems that no matter where you go, especially in the Middle East, Iran is behind it.",1.0
"In welcoming Abe to what called the ""the southern White House"" in Florida, Trump said he gets along well with the prime minister and, after the two-day summit, ""we're going to get along even better.""",0.5
"Washington (AFP) – US President Donald Trump has decided to push back his decision on whether to impose controversial tariffs on steel and aluminum from the European Union until June 1, The Wall Street Journal reported Monday, citing a senior administration official.",1.0
"Another asks if there were any efforts to reach out to Flynn “about seeking immunity or possible pardon.”Flynn was fired Feb. 13, 2017, after White House officials said he had misled them about his Russian contacts during the transition period by saying that he had not discussed sanctions.",0.5
"The visit, which is expected to be a so-called working visit rather than full state visit reciprocates the trip made by UK Prime Minister Theresa May to see President Trump shortly after his inauguration in 2017.",1.0
"U.S. intelligence reportedly confirmed that tens of thousands of files seized by Israel from Iran that, Israeli Prime Minister Benjamin Netanyahu said Monday, document Iran’s covert nuclear weapons program are “authentic.”Netanyahu used a televised address Monday to revealed that Israel had obtained hundreds of thousands of Iranian files from a “dilapidated” compound where the regime had allegedly hid its nuclear weapons research archive.",1.0
"After the Trump visit was confirmed on Thursday, Labour MP David Lammy asked: “Anybody any good at making placards?”Anybody any good at making placards?",0.0
Democrats for months have been soliciting donations based off of the Mueller probe.,1.0
"""So let us be strong and united, let us honor our past and face our future with confidence and pride,"" Trump said.",0.75
Analysts in the region are deeply divided over Mr. Kim’s motives.,0.25
"He already has the ability to kill millions of people with the nuclear weapons and missiles that he has on hand, without developing any new ones.",0.75
The Trump administration has justified the tariffs — aimed primarily at Chinese overproduction — on national security grounds and told trading partners they must make concessions to win permanent exemptions.,1.0
"director, that Mr. Trump sought to influence the bureau’s review of the election.",0.25
"The effort was organized by Pueblos Sin Fronteras, translated from Spanish as People Without Borders, which is not the same group as the Washington-based non-profit that provides computer classes to international residents of the District of Columbia.",1.0
"""The president said that 'the hookers thing' is nonsense but that (Russian President Vladimir) Putin had told him 'we have some of the most beautiful hookers in the world.'""",0.5
"The memos, provided to Congress late Thursday, also had previously been provided to Justice special counsel Robert Mueller to assist his investigation into Trump's possible attempts to obstruct the probe of Russia's interference in the 2016 elections.",0.5
"More:Mike Pompeo: Iran 'behaving worse' since 2015 nuclear dealMore:Trump tussles with German Chancellor Merkel over Iran and tradeThe deal, struck between Iran and six world powers — the U.S., Britain, Russia, France, China and Germany — was negotiated by the Obama administration.",0.5
"You look at what’s happening, in any—virtually any place in the Middle East, and Iran is behind it.”Trump delayed the decision to re-certify the 2015 Iran nuclear agreement, which lifts economic sanctions on Iran in exchange for winding down their nuclear program.",0.75
Trump repeated that the deal reached under the Obama administration was a “terrible deal.”“It’s insane.,1.0
"Seoul is still subject to U.S. aluminum tariffsMost Asian markets were closed for a holiday on Tuesday but on the London Metal Exchange, aluminum and steel-linked materials eased on prospects supply could be cheaper to come by.",0.0
His administration remains under investigation over possible campaign links to Russians who sought to influence the 2016 election.,0.5
White House officials and a number of other defendants did not immediately comment on the lawsuit.,0.25
"— Donald J. Trump ( ) May 1, 2018The president’s lawyers have cautioned against the interview and have sought to strictly limit the terms of any sit-down, worried that Trump could go off-script and end up making false statements.",0.0
French President Emmanuel Macron tried to persuade U.S. President Donald Trump to remain in the Iran nuclear agreement during his White House visit this week.,0.0
"China, Japan and Russia haven't received exemptions from the duties.",0.75
"He railed against what he viewed as a “crisis” at the border, despite the fact that illegal entries have plummeted to their lowest level since 1971.",0.0
"The lawsuit is targeting president’s son, Donald Trump Jr., son-in-law Jared Kushner, his campaign chairman Paul Manafort and Manafort’s deputy, Rick Gates, Trump confidant Roger Stone, former Trump campaign volunteer George Papadopoulos.",1.0
"""I'd like to commend Donald's courage in his decision to have the upcoming summit meeting with the North Korean leader,"" Abe said.",0.75
"Trump and first lady Melania Trump welcomed Macron and his wife to the White House Tuesday morning in their first formal state visit, ahead of a day of foreign policy discussions for the U.S. and France.",0.75
"WASHINGTON (Reuters) - The Democratic Party sued the Russian government, U.S. President Donald Trump’s campaign and WikiLeaks on Friday, charging that they carried out a wide-ranging conspiracy to influence the 2016 U.S. presidential election.",0.0
"Despite the threat of widespread protests, the US ambassador Woody Johnson confirmed Trump would “definitely be coming to London”.",0.0
Trump’s ire at the caravan stems from larger concerns he’s expressed since he first started running for president three years ago.,0.0
WASHINGTON — President Trump signaled on Tuesday that he was open to a new arrangement with European allies that would preserve the Iran nuclear agreement by expanding and extending its terms to constrain Tehran’s development of missiles and other destabilizing activities in the Middle East.,0.25
"director James Comey about some of the most sensitive matters before the agency, including the salacious dossier detailing Mr. Trump’s ties to Russia and the investigation into Michael T. Flynn, the president’s first national security adviser, according to Mr. Comey’s closely guarded memos.",0.25
"— Donald J. Trump ( ) April 18, 2018Pompeo reportedly made the secret visit to North Korea to prepare for direct talks between U.S. President Donald Trump and Kim, who plan to discuss Pyongyang’s nuclear program.",0.0
The president on Tuesday reiterated his desire for a speedy withdrawal but also injected nuance into his answer.,0.5
"TEL AVIV (Reuters) - Israel presented on Monday what it said was evidence that Iran had continued gathering nuclear knowledge after signing a 2015 agreement with world powers to curb it, calling on Washington to jettison the agreement.",0.0
"In its federal lawsuit in Manhattan, the Democratic National Committee said that top officials in Trump’s campaign conspired with the Russian government and its military spy agency to hurt Democratic presidential nominee Hillary Clinton and tilt the election to Trump by hacking Democratic Party computers.",0.0
"And newly confirmed Secretary of State Mike Pompeo, as a Kansas congressman in December 2015, told a Westminster Institute audience that the only real solution in Iran was “the abolition of the current regime.”Given that shift in the Trump administration’s policy-making lineup and Iran’s threat to resume its nuclear program should the United States re-impose sanctions, a top priority of both French President Emmanuel Macron and German Chancellor Angela Merkel in their White House visits this week has been to persuade Trump to remain in the agreement.",0.0
The Department of Justice released copies of the so-called Comey memos to congressional leaders on Thursday.,0.0
"EXEMPTION TERMS UNCLEARAustralia’s Prime Minister Malcolm Turnbull and the country’s Trade Minister Steven Ciobo welcomed the tariff exemption, and said the country would continue to work with Washington to prevent dumping.",0.0
“It is so naive that he would trust the Iranians.,0.0
"Trump famously bragged at one point that he did not study issues like NATO, even as he went on to describe his strong opinions about NATO.",0.0
"And they indicate that Mueller wants to know if Trump offered a pardon to his former national security advisor, Michael Flynn, who has already been charged by Mueller with lying and is believed to be cooperating with the investigation.",1.0
"He has repeatedly blasted the pact, demanding that changes be made to tighten rules governing Iran.",0.5
"Friday's lawsuit opens another legal challenge to Trump and his allies, who already are contending with special counsel Robert Mueller's investigation of Russian interference in the 2016 presidential election.",0.5
"The congressman added that the memos are also ""corroborated by contemporaneous handwritten notes from top Justice Department official Dana Boente.""",0.5
"Unaccompanied children must be released to the Office of Refugee Resettlement, and the mothers cannot usually be locked up with their kids for longer than three weeks due to a federal court order.",0.0
He wants the U.S. to stop releasing unauthorized immigrants caught at the border with notices to appear in immigration court instead of uniformly detaining or deporting them — a practice he and his supporters disparagingly call “catch and release.” Attorney General Jeff Sessions is one of his most enthusiastic partners in that project.,0.0
“The President said ‘the hookers thing’ is nonsense but that Putin had told him ‘we have some of the most beautiful hookers in the world.’”Comey also recounted the moment Trump allegedly asked him to drop any investigation into Flynn.,0.0
"Through the process of legal discovery, lawyers for the Democratic Party could force the defendants to produce documents they say relate to the collusion issue.",0.0
"Mr. Kim spent last year conducting a series of nuclear and intercontinental ballistic missile tests, raising tensions and a risk of war with the United States.",0.25
"Pompeo's trip, which was first reported by The Washington Post, came to light hours after Trump told reporters that the U.S. and North Korea are holding direct talks at ""extremely high levels"" in preparation for what would be an extraordinary meeting following months of heated rhetoric over Pyongyang's nuclear weapons program.",0.75
Department of JusticeThe memos were released just days after House Judiciary Chairman Bob Goodlatte (R-Va.) threatened to subpoena the DOJ to obtain them.,0.0
"We must demand deeds, because as the old saying goes, actions speak louder than words.",0.75
"Macron described discussions at the White House as ""very frank.""",0.5
"North Koreans are forced into a strict caste system known as songbun, in which multiple generations of families can be punished with poverty should any one member be suspected of opposing the Kim regime.",1.0
"His latest announcement came one day after North and South Korea installed what officials said was the first-ever hotline between their top leaders, another sign of improving relations on the divided Korean Peninsula.",0.25
The Times said it obtained the list from someone outside Trump’s legal team.,1.0
"The multi-million dollar lawsuit comes just one week after Deputy Attorney General Rod Rosenstein reportedly told President Trump he is not the target of either the special counsel’s Russian meddling and collusion probe, or the target of the investigation into his personal attorney Michael D. Cohen.",1.0
"More:President Trump after picking something off Macron's suit: 'We have to make him perfect'""The wonderful friendship we have developed over the past year is a testimony to the historic friendship between our two nations,"" Trump said.",0.5
"The Democratic Party on Friday filed a multimillion-dollar federal lawsuit against Trump campaign officials, the Russian government and WikiLeaks alleging a widespread conspiracy to tilt the 2016 election in Donald Trump's favor.",0.75
"Over the past 24-hours several groups of people associated with the Central American Caravan have illegally entered the United States without immigration documents by climbing over the dilapidated scrap metal border fence on either side of the San Ysidro Port of Entry,"" he said.",0.75
"Moon was expected to use the hotline, which was installed in his office, to talk with Mr. Kim before the two leaders hold their summit meeting on the Korean border next Friday.",0.25
“It might lead to additional discovery of events and relationships that we don’t yet know about.”,0.0
"The president, sitting next to Japanese Prime Minister Shinzo Abe, said he believed “there’s a lot of goodwill” going into the meeting.",0.0
"Dispensing with harsh criticism of the past, Mr. Trump even praised Mr. Kim in strikingly positive terms, calling the head of one of the world’s most authoritarian governments “very open and very honorable.”The discussion with Mr. Macron illustrated how the separate nuclear standoffs with Iran and North Korea have increasingly intersected, with far-reaching consequences for American foreign policy in the Middle East, Asia and Europe.",0.25
"“The majority of people in this country want a good relationship with the United States, but we abhor everything that Trump stands for.”PA Wire/PA ImagesLast year, tens of thousands of demonstrators took to the streets in London, Glasgow, Birmingham and throughout the UK - waving banners and placards - in response to the 90-day travel ban issued by Trump to seven largely Muslim countries.",0.0
"They must stop them at their Northern Border, which they can do because their border laws work, not allow them to pass through into our country, which has no effective border laws,"" he tweeted earlier this month.",0.75
"Among the established GOP presidential candidates in the field, though, there was little chance of the deal collapsing.",0.0
"The agency added, ""the North will shut down a nuclear test site in the country's northern side to prove the vow to suspend nuclear test.""",0.5
"“It’s overkill,” Thompson told HuffPost.",0.0
"But he has initiated a dramatic about-face since January with a sequence of diplomatic maneuvers, including a summit meeting with President Xi Jinping of China in Beijing last month in his first trip abroad as leader, and his invitations to Mr.",0.25
"Trump’s promise to rip up the Iran agreement actually began causing heartburn even earlier, within days of his taking office.",0.0
"Netanyahu said: “I think the greatest threat to the world and to our two countries, and to all countries, is the marriage of militant Islam with nuclear weapons, and specifically the attempt of Iran to acquire nuclear weapons.”Netanyahu also discussed Iran by telephone with Trump over the weekend.",0.0
“This is not a problem for the United States.,1.0
"House Judiciary Committee Chairman Bob Goodlatte, R-Va.; House Oversight Committee Chairman Trey Gowdy, R-S.C.; and House Intelligence Committee Chairman Devin Nunes, R-Calif., said in a joint statement that Comey's memos ""show the President made clear he wanted allegations of collusion, coordination, and conspiracy between his campaign and Russia fully investigated.",0.75
And I think the feeling is mutual from the standpoint of liking each other a lot.”“We are very much joined at the hip when it comes to the military.,0.75
The meeting will be the third inter-Korean summit since the Koreas' 1945 division.,0.75
"I would love to bring our brave warriors back home,"" Trump said.",0.5
Early polls show Republicans run some risk of losing control of Congress.,0.0
"European officials had suggested imposing duties on U.S.-made motorcycles, orange juice and bourbon.",0.5
"The tariffs are already in effect for other countries, including China and Russia.",0.5
"The goal, he said, is ""the permanent denuclearization of North Korea.""",0.5
"But Mr. Trump most likely will not get the honors of a traditional state visit, a highly ceremonial and very British affair, when he arrives on July 13.",0.25
“The President of the United States will visit the UK on 13 July.,0.75
What the U.S. is doing is creating a humanitarian crisis that doesn’t need to be created.”The Trump administration is hoping that it won’t have to let the migrants into the U.S. at all.,0.0
"This just reinforces what a mistake it was for Theresa May to rush and extend an invitation of a state visit in the first place.”By contrast to his previous promises of an unwelcoming London, today Mayor Khan took to Twitter to call the city “open”, and apparently without irony in an age of advancing censorship said that Londoners treasured freedom of speech.",1.0
"President Donald Trump and members of his Cabinet have been tracking the caravan, calling it a threat to the U.S. since it started March 25 in the Mexican city of Tapachula, near the Guatemala border.",0.75
"House Minority Leader Nancy Pelosi, D-Calif., disagreed, tweeting that the memos ""are further proof of [Trump's] contempt for the rule of law.",0.75
Flynn is now cooperating with Mueller's investigators.,0.5
"""And maybe we won't even have a meeting at all, depending on what's going in.",0.75
"Ramirez is from Mexico, but she said she identifies with the struggles of those seeking opportunities in the U.S.""I am an immigrant and I know the struggles of anyone who is coming from south of that border, trying to have a better life,"" she said.",0.5
"The extension reflects concerns by the Trump administration of a swift retaliation on American products by European Union nations, and will also give the Trump administration more breathing room to work on a separate trade battle with China.",0.25
"“Iran’s leaders repeatedly deny ever pursuing nuclear weapons,” Prime Minister Benjamin Netanyahu during a televised address carried by Israeli networks.",0.0
"In response to the Times report, Trump on Tuesday lashed out at the investigation.",0.0
The EU has compiled a list of retaliatory tariffs worth about $3.5 billion it will impose if its steel and aluminum isn't exempted.,0.75
"Members of the caravan gathered at Friendship Park in Tijuana, where some will have to remain as they wait to be processed by U.S. authorities at the San Ysidro Port of Entry, according to U.S. Customs and Border Protection.",1.0
"“The United States, France and the United Kingdom took decisive action in response to the Syrian regime’s use of chemical weapons.”FRANCE'S MACRON SUGGESTS TRUMP CANNOT 'MAKE WAR' AGAINST EVERYBODY, EVERYTHINGTrump said he wanted to “personally thank” Macron, the French military and the people for their “partnership.” Trump also said ""now is the time for strength.""",0.75
"“Tonight I’m here to tell you one thing: Iran lied.”“First, Iran lied about never having a nuclear weapons program.",0.0
"PALM BEACH, Fla. — President Trump began meetings with the leader of Japan on Tuesday by saying he supports talks by North and South Korea to formally end a state of war that has lasted more than six decades.",0.5
CBP Chief Patrol Agent Rodney S. Scott said several groups of people associated with the caravan illegally entered the United States by climbing over a metal fence.,1.0
"WASHINGTON — President Trump will travel to the United Kingdom on July 13 for a working visit with British Prime Minister Theresa May, ending a series of declined invitations, scheduling conflicts and missed opportunities to visit a close ally.",0.5
"John Kasich, even Texas Sen. Ted Cruz ― they and others, had they won the presidency, almost certainly would have stayed in the agreement, said Rick Tyler, a Republican political consultant who worked for Cruz.",0.0
"), the ranking member of the House Committee on Homeland Security.",0.0
"""The president brought up the 'Golden Shower Thing' and said it really bothered him if his wife had any doubt about it,"" Comey said, recounting the conversation.",0.5
"In the documents, the former FBI director detailed his early encounters with newly-minted President Donald Trump, including Trump’s obsession with disproving allegations in the infamous Steele dossier and his demands for aides’ loyalty.",0.0
Four U.S. intelligence agencies reported last year that Russia sponsored the hacking of Democratic Party groups and other actions during the 2016 campaign.,0.0
"The President of the United States Donald Trump will visit the United Kingdom on the 13th of July, the British Ambassador to Washington revealed Thursday afternoon.",1.0
Abe is also looking for more U.S. support of his government's efforts to find and rescue Japanese kidnap victims believed to be held in North Korea.,0.5
"""We must prevent future attacks on our democracy, and that’s exactly what we’re doing today.""",0.5
"The lawsuit “might not have any journalistic, judicial, or political staying power,” Williams said.",0.0
"“It’s typical anti-immigrant fear-mongering,” said Alex Mensing, a project coordinator for the caravan’s main organizing group, Pueblos Sin Fronteras.",0.0
"Trump, speaking at a White House news conference minutes after Netanyahu spoke, expressed solidarity with the Israeli leader.",0.5
"So Kim is now very close to having a fully capable, albeit tiny, nuclear force with global reach.",0.75
The officials spoke on condition of anonymity to describe internal deliberations.,0.75
"That case was brought by Protect Democracy, a watchdog group run by a former Obama administration lawyer.",0.5
The message was intended as a show of support for the Central American transgender women seeking asylum.,0.5
"But when asked what the U.S. strategy would be should Iran restart their nuclear program, Trump warned that it “won’t be so easy to restart.”“If they restart their nuclear program, they’re going to have big problems—bigger than they’ve ever had before,” Trump said Tuesday.",0.75
The president also said collusion was a “phony” crime.,0.25
"Kenia Elizabeth Avila, 35, appeared shaken after the volunteer attorneys told her Friday that temperatures may be cold in temporary holding cells and that she could be separated from her three children, ages 10, 9 and 4.",0.75
But the lawyer resigned later in March amid reports that his relationship with the president had frayed and that Trump planned to ignore his advice.,0.0
"“From that partisan standpoint, it is exactly what their candidates and spokespeople need.”WikiLeaks, and attorneys for Trump Jr., Manafort, Gates and Papadopoulos also did not immediately respond to requests for comment.",0.0
"Young woman climbs down face of border fence from Mexico side to US side to retrieve a banner, she made it halfway down, successfully grabbed banner back, climbed back up - crowd cheers pic.twitter.com/oPqiPmoJ3G — Matt Ferner ( ) April 29, 2018On the U.S. side of the border, a group of about 100 people chanted, “No borders!",0.0
"A state visit is a firmly structured event over four days, including talks, pageants, a banquet and a visit outside London.",0.25
"He has plenty of reasons to be on his best behavior over the next few weeks, showing that he can be reasonable, rational and open to a long-term détente.",0.75
“This Iran deal is the worst deal.”Cruz promised literal violence to the agreement itself.,0.0
"Rubilio Mendez said he fled Guatemala after gangs threaten to kill him, leaving behind his wife and five daughters.",0.5
"“This is not ideal for us to have this many people, this much publicity,” leader of the Pueblo Sin Fronteras caravan Irineo Mujica said.",1.0
"President Trump fired back hours later via Twitter, calling the suit ""good news.""",0.75
The two Koreas have run a telephone hotline at the so-called truce village of Panmunjom — the site for the inter-Korean meeting — for years.,0.25
"Mr. Trump added Rudolph W. Giuliani, the former New York City mayor, and two other lawyers to his legal team this week.",0.25
But they appear to have been divided on how and how much Trump should cooperate.,1.0
"Most of the questions reported by the Times ask what Trump knew of certain events, like the June 2016 meeting with the Russian lawyer, or what was he thinking when he did or said something, like firing former FBI director James Comey.",1.0
"Kim reportedly told South Korean officials in a March meeting that denuclearization was father Kim Jong-il’s “dying wish.”North Korea remains the world’s most prolific human rights abuser, strictly punishing citizens – with death or extended labor camp sentences for attempting to access Western media.",1.0
Delighted that President will visit the UK on 13 July and hold bilateral talks with Prime Minister May.,0.0
