text,label
Waiting for these tight slap to feminsts..they deserve KJO type love story.Kabir Singh best of 2k19 after URI🙌✌️,0
It is not a movie review🧐,0
do not help any women in danger,0
"Beginning was marked with 'Veere Di Wedding', 'Lust Stories' and 'Four More Shots'.",0
"3 case can happen, (a) if gay is that high rank officers then new people can be forcely asked for sex for promotion, leave , transfer , financial or other benefit, (2) if everybody know that someone is gay , their group will discriminate him or normal friend of him can be seen the same way, and other group will make fun of that group. Indians are not so mature enough to deal with that situation are generally countryside people join defennce that is ugly truth. (C) gAy couple will have emotional attachment and will never take harsh step in critical condition, they will not have same aggression they will become defensive they will be interested in long living with their partners.",1
Good decision bipin rawat sir.... Gay will blow the job of male army...,1
I am desperately waiting for this video,0
Gr8 job..it is the best way he could have replied to his inlaws and pathetic law makers,0
 AVENGERS Joker was amazing. Endgame was shit.,0
Feminists​ and Liberals are curse to humanity,0
I'm also a single lesbian😂,0
Then her name is not original,0
Chandan Roy sarfanguri is a great vedo kokorajhar b 6003857076,0
"your views are biased,,,,,but the funny thing is you think its not biased",0
Message to all the bitches who think they can get away with miss use of 498a.,1
"wow , can't believe there are such idiot, uneducated and illiterate people like you. People like you should be ashamed to justify some of the most cringiest scenes ever shot in the history of bollywood cinema.",0
"did you have any commonsense, before marriage this society, other countries no [matter.you]( ) don't know about Islam that's why you do that.faults both of you. Islam says until you apologies and own heart promise future don't do this mistake Accept repentance.then each other should married. if can't, (zina) after die have punishment.",0
Shandaar u & Lakshay chaudhry👌👌👍👍,0
Please completely review sacred games both seasons,0
Be respect woman feeling and good story,0
This idiot is giving ideas to loose citizenship,0
nice acting 😂😂😂😂😂😂😂😂😂😂😂😂😂,0
"Finally, most anticipated video of Shwetabh sir!",0
" sir is one of the best example of feminism. Not just controversies like kabir singh or nana patekar and tanushree datta but many more other issues which had no point debating, they are just liberals.",0
Iii8mllllllm Mdxfvb8o90lplppi0005,0
Superb Review #$hwetabh bhai......👌👌👌👌👌👌,0
Ekdam shai bat hai yarr A teenager like me will highly get influenced by these movies. You gave a right idea about bollywood Thanks a lot.,0
For the God seeks stop gossiping try to change her not kick her .,0
You are right mrinmoy da,0
She must be sent to jail for anti national activities under NSA and PSA,0
Getting friendzoned!,0
"What the fck ""his"" lol stupid i think its her",0
I don't even know why people Hate him 💤,0
Exactly. That was 100000000000x better than shitty kabir singh.,0
Video ka Best [#ज]( ?search_query=%23%E0%A4%9C)्ञान👌👌💖💖😍 [#Duration]( ?search_query=%23Duration) [13:10]( ?v=J2J5ssSP5yQ&t=13m10s) to 13.45# Pratik Sir.... Awesomeness Overloaded Real Fact# Relatable Sir.. Salute 😢😢👍👍,0
This video should be in trending 🤔,0
Well done keep it up they deserve to be punished...,0
ARREST Arudhuti Roy for TREASON. Prosecute and Execute this woman. The West allows execution as the punishment for Treason.,0
Bro please do review on Joker movie.,0
At [14:27]( ?v=J2J5ssSP5yQ&t=14m27s) ...this is What i said to my Father after 12th 😂😂😂😂😂😂😂,0
Govt should analyze the impact rather making new laws against men. I did not see if the guy has done anything wrong. You are the hero. I appreciate that you surrendered.,0
Arundhati Roy. Who is she. Is she a prostitute.,1
Very nice job my brother JAHANGEER..... SALUT TO YOU,0
"Who the fuck told that stupid asshole that LGBT is not our culture??????????? It was always our culture! Go read the VEDAS! IT didn't come from outside of India. It was Just banned by a Jerk of King in Britain in some 15th century and the only thing happened in western culture was that they removed the law and accepted it earlier than us, who here are not even ready to talk about the topic!! They first brought the law and they first removed the law! But the people in our country don't even know what's our culture! BC MC SAALE!!!!!!!!!!!!",1
Who is sengar big mouth noopur??,0
We are proud of Sohum Shah to make such good choices and that actor reminds me of you.,0
Hero of india who did great job.if this kind of incidents repeat two or three then all women's should get scare to file false dowry cases .,0
What about conservatives don’t be one sided every side is corrupted and has ignorant people,0
True and honest review on YouTube. Fak fake pplz.,0
These type of movies should be banned,0
 Singh how is telling people to lie and forge fake details is telling the truth.,0
Tht scene was his shelf respect...',0
nahi dost aisa nahi hai please,0
 Gupta ya they are smarter may be that's why they become lesbians lol🤣😂,0
Do the evil doers know that it reflects on their face?? Jai Bharatvarsh ! Jai BJP!,0
do you know pratik sir movie was awassom but somewhere it has become bluckbuster just becouse librels protest and negative review .,0
Kabir Singh is dubbing of Arjun Reddy Tollywood industry film directed by the same guy Sandeep Reddy Vanga and what's so surprising is this movie is biggest blockbuster of Tollywood industry in the respective year. Need more men like you to get youth's mind into correct direction. Respect for your work man.,0
I badly agree with you,0
Nupur 10 - kasturi 0 😂,0
"committed suicide in comparison to 30,224 married women whereas the same figures for the years 2007 57593 and 30,064, 2006 are 55,452 and 29,869 and for 2005 are 52,483 and 28,188. While there has been a lot of hue and cry for domestic violence against women with various studies being sponsored for studying the",0
"beautiful, thank u vai thanku",0
"4 shots ,veere di wedding etc supports by feminists and liberals but not by you and movies like kabir singh/Arjun Reddy is supported by u but not by them..Actually both are wrong...those webseries shows sex, one night stand,masturbation,multiple partner as women empowerment which is completely wrong but here in Kabir singh Love is justified thing in movie but slapping a girl, being rebel ,womaniser ,highly alcoholic and pagalpan is also not good for indian audience to present because this movie may show only true love but in real life these love turns out to be acid attack/rape,owner killing and suicide in most cases . So, ideally both type of cinemas are not good to support. we are not learning or getting something from these kind of movies/webseries.",0
Fat shaming is good. Why not?,0
"god bless jhangir , bahut badiya kiya , this is the result of injustice and the bastard indian bitches should realise this",1
377 is the section number . Section 377 in Indian law which punish homosexuality,0
"Except political biased, i like his every review",0
They can give their name🐕🐷🐃🐀🦂... But Indian are smarter than those........we need progressive India......,0
i knew it was coming lol,0
She is nothing but a public nuisance.....😠😠😠,0
Thank God It is 11 year when I left to watch bollywood movie But I remember a movie name Room which I guess Indian should watch,0
Ya gay person never like girls....but they won't going into violence against girls...ur approach is entirely wrong man😒😒😒👎👎👎,0
bull shit . you fucking mind. gays are not criminals. this video showing wrong image,0
And I thought I was a big Kabir Singh fan,0
Put Arundhati behind bars and bann her.,0
It was shit from the trailer itself....thank God atleast you got reformed,0
Are these guys Indians or ISI sponsored anti Indians? I feel sorry I was born in India which has deadlier enemies within the country than it has outside of it.,0
Arundhati your name is ranga billa.kung Fu kutta.these 2 matches your character,1
I liked d movie...i ll gv 9/10...nd i dnt think..feminists has to say anythng bad abt this movie...its a well made..love story...but i think u hv a major problm wd a gender...i saw ur review on 4 more shots..u dint like it..n dint evn try to understand it cz it was women centric...here u are understanding all the emotioms n condition..kabir singh is goin through..i agree..what he was goin through...no problm...bt wat is ur problm with women...in that webseries also...the physical relationships were with a mutual consent...fyi...n the main lead was a divorcee n alone in her life..wats bad in it...is it bcz shez a women....u r sick trust me...u r more dangerous than a feminists ...sick,0
hero!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
[1:43]( ?v=J2J5ssSP5yQ&t=1m43s) ശബരിമല SABARIMALA....... RESPECT FROM KERALA BHAI......,0
At best this a shouting match. A very debased debate of the mindless.,0
"Liberal, communist, &Congress, sp,bsp, Tmc,ncp,pdp,are dangers,for hindu &hindusthan |please stand up against congress &liberal, or communist",0
This video is for Sucharita Tyagi from Film Companion.👍,0
You are the epitome of realism.,0
Good job i salut you.,0
this must be happened if there is misused of law,0
"There should be MIlitary rule,Well done Delhi/UP police Shoot all the bastard antiNational urban naxals ,students,Media like NDTV,The Wire and congress like in china and Pakistan,Innocent people are killed bcoz of bastard NDTV,the Wire,Scroll",1
"Tara Singh hi,i want ur help,iam 4rm Hyderabad,i have false case 498/a free from all dowry,but nobody help me,her brother demand 3/4 for settlement,",0
bat to sahi h..but movie does have a problem..i gurante you,0
There are several shades of getting a gay or homosexual indictment to the the army which are highly solicitous about its rule and conduct and they even require it to maintain which is for the favor of nation. Frankly speaking if the person concerned has dedication for army and he may control his urges to not to impugn his conduct then it may be possible but chances are thin since it is not very easy to go along with the gender that he is supposedly attracted too.,1
Kabir Singh Full Movie Download HD 📺 👇 < -Y>,0
I just wonder how kabir singh managed to become a doctor because the life of a medico is much more different than students from any other field.,0
This many is really funny and most serious joker on TV..,0
"""Non sense"" Ranu mandal..I hate her now.",0
Arrested for what? Know a little about our Constitution. Let's see who will arrest her.,0
"He did the right thing... There is no option to help Men protest under law, so crime is the only option which was left to him... Either Section 498a should be revoked or such crimes will continue in society..",0
I was so much expecting this video and was waiting gor this from a really long time.,0
"+onthebookshelf Sexual relationships between members of the same sex, however, expose gays, lesbians and bisexuals to extreme risks of Sexually Transmitted Diseases (STDs), physical injuries, mental disorders and even a shortened life span. u can drill on each issues which i mentioned above",1
 Indian Patriot Girl Swara Bhaskar,0
From the first time I have felt Kabir Singh is one of top chutiya movie. Top worst movie. But I am shocked to see males reaction. They think it's best. Aisa hi hai most of Indian guys . Chutiya,0
Love you brother 💓 One sane voice amongst thousands of eunches 🤣,1
Real and best review on YouTube,0
Arundhati Roy say she is Savitha Bhabi. Job....Prostitution Salary...10 rupees per client if codom with them else 20 rupees. Working hour...9:30 Pm to 6:60am,1
Best review. Khup negatives reviews milale Kabir singh la.. Filmi corporation chya Suchitra tyagi tar Vish okalay tichya review madhe.. Go to masses man.. Movie is getting excellent response from people.. This type of love story is encouraging in today's world where one night stand and extra martial affair is comon,0
Sir Do review of jersey movie,0
The woman looks like a witch incarnate.,0
"judicious stap by Guy,May God keep him safe.If laws not on his side, what else a men can do?",0
Hi I love you💙👌👌👍👍👍💙🔔🔔🔔,0
Here anyone else except me who didn't watch [#KABIRSINGH]( ?search_query=%23KABIRSINGH) movie at any cost? ✋,0
Everything thing was on point Awesome video 👌👌,0
" Khandayatray Lol you are one of those people who are fed up with success of Narendra Modi despite your discomfort, Whole population of your kind is so ignorant and Hypocritical. You can have satisfaction that your comment got few likes, nothing more than that. Nothing going to change. You can cry shout yell 😂 but deep down inside you know that you are biggest loser.",0
"Studying 9:00 am to 7:00 pm daily , not taken a day off since 1 month , getting closer to my goal day by day 🙏💪",0
She should be arrested,0
Arnab is anchor or from BJP. More loyal to the king than the king himself.,0
Bakwas vidio borring🤫,0
RX-100........Tamil movie...u should watch..That was a slap on feminism..,0
Bhai achha hua un randwo ne Arjun Reddy pe review nhi diya wrna Sandeep wanga sir apne masterpiece pe in liberals ka reaction dekh Arjun reddy se jyada pina shuru kr dete😂,0
Love u bro keep it up,0
So you seriously went from women who don't like the movie to women who want equality and dived right into liberalism??? Wow and confirmed all by yourself that all that rape allegations on army men are wrong ! I am not saying I'd it happened or not but wow mr_three_eyed_raven you confirmed it! Thanks,0
good analysis..u speaks good..🙂 👍,0
Cheapest message I ever seen in YouTube,0
"India is officially now a ""gaandu"" country",1
arjun reddy was also a morally ethically destructive film ...,0
Bhai review the movie RX 100 Bahut realistic movie hai.,0
Beauty bhai...thumbs up for you,0
This is Kaliyuga.... Pseudo and Fake Liberal Women are digging their grave......,0
You are away from reality and have very less knowledge...you only focuses on surface...very unfortunate,0
Nyc review pratik j....,0
"I'm not a liberal or a feminist...I do none of the things mentioned by the chap in the video...but, sorry to say, Kabir Singh, is an absolute bore Really not sure what traditions Kabir Singh is promoting. I don't know what this chap is going on about",0
The writer created a monster character and he is not a good guy at all but the worst part he was rewarded with a girl,0
"Please, bro, speak in English",0
No bhaiya Bollywood is 💯 % Garbage 😀,0
Just when i was thinking wrong you just made my mind clear. Thank you.,0
Aaise bhi bahot kaam hai aaj krne ko wow haha well said girl i love naughty world,0
The problem lies in the fact ki banda pyaar me dil todwaane ke pehle bhi waisa hi tha. Random slaps are not heroic whether coming from a man or woman and there is no consent at knife point.,0
"i also hated that movie as i being the mbbs std.that not the life of medical stds,my expection was 100% they meet 0%. i heard people saying that movie was good.i dont know what good they got from that movie. next time i wil ask them.",0
Please do review on joker which is based on evil of society,0
I totally agree with your thoughts..,0
Arundhati Roy must be killed,0
Arre bhai... [7:42]( ?v=N_ZMfQMZos0&t=7m42s) funniest line of video 😂😂 Truly appreciate your raw analysis.,0
I know Shwetabh is not going to read these comments. But I just want to share my view.,0
What is libers and feminist 😶👀????????,0
Sir your take on URI the surgical strike,0
 Ghaskadvi ya so dont compare it with a game of cricket,0
A medico here ! 10 hours daily study is must to pass annual exams in MBBS atleast .,0
sur plz make a video on parlayament नारे - बाजी,0
some of them defaming the movie 'coz it was directed by a South director and did a better work than so called bollywood crap,0
Falling in love at first sight basically means that you are a really horny & shallow person.,0
What rubbish!!!! Yrrr You cannot hurt another for the happiness of those who are doing 😕😕😕,0
Hi parijat call back 9740779554,0
"Well said Arnab, well sais Madhu Kishwar, well said Nupur!!! I guess it's time we stop giving this ""fringe lunatic"" and fake liberal leftist this woman called Arundhati Roy any media attention. Everything about her is so fake that I feel that she does everything only for media attention.",0
"It is just a play enjoy it by watching if ur not interested don't watch then don't compare it with real life See the way they acted in the movie, their hard work to do the movie",0
Thank you for your support,0
Honest and to the point. I expect nothing from Bollywood lol😂,0
Agreed & very well said!!,0
 M MAHFUZ REZA as your wish mahfuz,0
Ranu is selfish person,0
Right Year Thanks ❤️,0
Am feeling bad for this boy !!,0
kapil why are u listening to these chutiaasssss....give them shut up call...insane idiots,1
"Lol u don't know what's feminism either if u believe dictionary meaning, if u believed in true equality then u would support egalitarianism instead if feminism",0
This Roy lady should not be allowed to enter India ban her she is dirt messing with true Indians Jaihind,0
Bollywood Kabir Singh Swetabh gangwar bhosdike Most genuine channel on YouTube,1
"Wah, Pratik bhai very nice explaination. Maza aa gaya.",0
< -lRyevxevA> Is review ka rply do plzz Must needed 🔥😤,0
"We want to read your book sir, please make it available.",0
So right. You are speaking on behalf of me too😄,0
Shwetabh... Watch Byomkesh Bakshi... Sushant's,0
True bhaya true .... Just subscribed..... Baah i loved this video,0
[7:41]( ?v=N_ZMfQMZos0&t=7m41s) Thank me later by giving like👇👇,0
"best things about this channel, not only review but discussion about film issue",0
[#Airhosess]( ?search_query=%23Airhosess),0
"I THINK ONLY GAYS AND LESBIANS ARE LEGAL. NOW RULE OF U N I V E R S E HAS BEEN CHANGED. NOW MALE AND FEMALE RELATIONSHIP IS ILLEGAL. NOW U N I V E R S E SAYS."" ON THIS PLANET THIS NEW SYSTEM HAS BEEN LAUNCHED""...NO SEXUAL CRIME LIKE RAPE WILL OCCUR IN THIS NEW SYSTEM...EVERY GAY AND EVERY LESBIAN WILL ENJOY THEIR SEX LIFE...LIKE KISSING.",1
"well done Jahangir Bai you are great ,",0
Best line 4.20 nationalism mein bhi cash cow,0
Wow that's cool bcz i love all lesbians & gays. They are more spacial than uh in my opinion. So i support them cz i respect them ❤❤. Bt i m nt a lesbian,0
To Syria or Afghanistan,0
 ju IF YOU WILL TAKE 5 ML TESTOSTERONE HORMONE INJECTION AND NOT FIND A FEMALE YOU CAN EVEN FUCK A DOG,1
Waiting for this video..best review.,0
The legend was Shwetabh Gangwar,0
"Bro see Sohum Shah's Tumbbad, Ship of thesus and a short film called New Borns. It is your type of movies and it is extremely underrated because no one really went to watch these films as Indians never support good cinema. **These films don 't have item songs😂** Sohum Shah is very underrated.",0
Bro. how can you be so great. its a pleasure to listen to your thoughts. so straight to the point and realistic.❤️,0
"Nice acting, special check shirt guy who went to collect the information, and while hugging after bathroom story.....lol",0
Kill them!! Almighty push,0
Who call this loose kastoori😆😆😆,0
They can redeem themself by releasing another movie from pov of preeti showing all abuse and her being dumb.,0
"Bhai tere naam was best film above kabir singh and arjun reddy. Because in the end tere naam showed the consequences, what happened to radhe. Not like these., Arjun Reddy and Kabir Singh os is temporary, but Radhe is permanent. 🔥",0
CHE GUEVARA IN A THONG,0
you are absoutly wright,0
Who is Arundhati Roy? She is a kutiya a pagal kutiya. A randi a big randi.,1
The process can be tested by taking them in army and recording their activities which data can be further used for the study on effect of homosexuality on army efficiency.,1
Perfect review . Attraction in opposide zender its normally btt. Dedication about love. And loyality is main. Kabir singh is. Also a human. Btt he is pure about love. Everybody make some mistakes bt its on u that u have loyal and. Good,0
This is gold! Well done dude!!!,0
"But bhai bad massage are giving to socity by playing there characters very well but on meaningless contents either they choose to do these characters they can choose other contents like article 15, masan, there are many youngers issue irrespective of all these bullshit.",0
Come on man get your basics right😂😂😂,0
Lunatic Fringe of Far Left .......a Waco,0
"Well done, I am inspired you [#cinebap]( ?search_query=%23cinebap)",0
Ok...that witch boyfriend is creepy as hell. I think he put a spell on the bearded guy.,0
Kapil is such a ignorant person.,0
 Tiwari yup better to ignore such creeps..but here u cn report his vidro to YouTube..as this is like spreading hatred...pl do that..if u feel so. ..ignore who are commnting below....who cant open their minds..n listen to wat other prson wants to say..let them understand wat they hv definition fr feminism...I am human not a supporter of any gender bt the right people...who have brains to understand the right n wrong...nt the ones who unnecessary complicates things n do politics i hate such double standard ppl..be it a man or a woman..,0
Rajdeep it is easy to say something but you should understand the gravity of issuse like this,0
"There is a saying,two pair of breasts connot be in the same room.",1
Sir you should make this video before some days it would save some guys...people around me had started smoking and drinking by getting an inspiration from this flim.. even in between i was thinking like,0
Make movie on ram only then. Indians will get inspired as per you and society will be perfect. Chutiya analysis,0
Evangelicals who are no better than bounty loving rabid dogs.,0
Thanos ..... Snape....,0
Im homosexual and really proud of it,0
"If we Titans Continue and Support this Man, We are truly capable of changing the Upcoming Generation !! 💯",0
Absolute fantastic movie please go and watch the movie first.,0
These people want our country be destroyed. They only want violence and destruction in the country.,0
I am gay and proud of it.,0
Totally Agree with you sir 👌,0
Totally agree with you Pratik👍👍👍 I am also telling these things after watching this movie,0
"By the way i myself being a 21st century modern girl, i did not watch four more shots as i found the trailer and the interviews of the cast very disturbing. Feminism is losing it’s real agenda i.e equality of gender, but becoming an advocate of all sort of sexual shit. Feminism is much more than sexual freedom, i request all my fellow girls to not get carried away by such ideas.",0
Wow nyc review.well explained,0
They don't deserve celebs r they really?But indian tolly actors deserve there prof....,0
Any part 1 through 15 or 16 for this movies???...,0
"I want to ask Singer like Sona Mohapatra But tell me one thing, when u sang ""bedardi raja zara paas to aaja"" ...were u singing lulaby? What were u promoting? I liked the song, nice voice nice beats.. that's it. U must have put your best to sing the song. And remember ur husband, Mr. Ram Sampath creating music for Delhi Belly...rember the "" Bhaag Dk bose"" song. What was he promoting? Shahid Kapoor has acted brilliantly. Praise his acting skills the same way u took the accolades for ur song. Going by your logic, people who watched 'Gangs of Wasseypur'..they must have gone on a killing spree...using filthy language.. smoking weed...",0
" Handa It wasn't promoting anything. It's just about a person a GUY"" and the life events that happens around him ! ... the incidents that he go through",0
Bro can u please review gta v because it's characters are great and story is also great especially Trevor Phillips a character like kabir singh,0
All theatres screening Kabir Singh should display a warning - Dogs and Feminists not allowed 😂😂,1
"Flavia and Neha Gupta are bloody scum on earth. These bitches should know, SC hasn't scrapped this law. SC has only given some provisions. It is not anti- women. It is against the misuse of this law.",1
hahahaha hmm right😃😃,0
"horrific message and worst portrayal of gay people, nobody has the right to take other person's life, whether gay or straight .... maybe it's cuz the people behind it want to create a negative propaganda around LGBTQ+ community.. Totally disappointed !!",0
I think against devil like randi arundati..we need to rise...kick there ass and threw these dirty shit far away from our country.,1
This is really a good 1🤗🤗🤗🤗🤗,0
"Completely honest review. We need such honest people in today's generation who can show us how these industries are brainwashing the youth. Twisting the emotions and feelings just to propagate their sick agendas, and make more money. Humanity is at stake. We need people like you to keep the youth on track. Well done sir.",0
